Tick,Date,Close,Vol_1M,Mkt_Cap,P2B,D2E,Prof_Marg,ESG_rank
D,2018-07-31,64.1434,15.964,46812.288,2.3223,188.7103,14.5402,35.9712
D,2018-08-31,63.3026,12.403,46266.9965,2.2918,188.7103,14.5402,35.9155
D,2018-09-28,63.5972,13.703,45946.6514,2.2553,188.7103,14.5402,34.2657
D,2018-10-31,64.6288,18.526,46691.9442,2.2919,187.134,24.7465,32.1678
D,2018-11-30,67.416,17.444,48907.2684,2.3908,187.134,24.7465,31.9728
D,2018-12-31,65.3899,25.402,46911.5892,2.2147,159.5383,19.0717,34.6939
D,2019-01-31,64.2736,25.116,55967.7812,2.1769,159.5383,19.0717,34.4828
D,2019-02-28,68.6439,11.476,59221.1801,2.3249,159.5383,19.0717,32.6531
D,2019-03-29,71.0249,13.009,61281.8728,2.1168,159.5383,19.0717,31.2849
D,2019-04-30,72.146,14.073,62249.1448,2.1503,155.1977,-17.6257,33.5135
D,2019-05-31,69.6537,18.133,60321.7509,2.076,155.1977,-17.6257,31.5789
D,2019-06-28,72.4934,19.148,62038.8106,2.2303,155.1977,-17.6257,29.3023
D,2019-07-31,69.6526,13.11,59607.6467,2.1429,148.0638,1.3602,30.3167
D,2019-08-30,72.7841,16.108,62366.9294,2.2392,148.0638,1.3602,28.6364
D,2019-09-30,76.8723,12.651,65106.4789,2.2848,137.9678,25.78,27.193
D,2019-10-31,78.3047,12.117,66319.5932,2.3274,137.9678,25.78,27.193
D,2019-11-29,78.8359,11.316,68407.2909,2.3432,137.9678,25.78,25.431
D,2019-12-31,79.447,9.466,68657.78,2.2487,96.3036,25.905,35.3712
D,2020-01-31,82.2577,11.113,71086.75,2.3282,96.3036,25.905,35.0649
D,2020-02-28,75.8173,25.628,65514.8654,2.1459,96.3036,25.905,40.3162
D,2020-03-31,70.0084,113.233,60514.9332,2.0727,121.2872,-6.0053,40
D,2020-04-30,74.7991,76.106,64656.0022,2.2145,121.2872,-6.0053,41.0156
D,2020-05-29,82.4409,26.995,71344.7275,2.4407,121.2872,-6.0053,42.4242
D,2020-06-30,79.5918,24.764,68130.3962,2.5244,131.3172,-32.6081,44.0433
D,2020-07-31,79.4447,41.183,68004.5085,2.5198,131.3172,-32.6081,44.8399
D,2020-08-31,76.9054,15.509,65900.2564,2.4392,131.3172,-32.6081,41.7544
D,2020-09-30,78.3106,17.971,66311.923,2.6682,136.8132,9.8697,40.9836
D,2020-10-30,79.7095,17.391,67496.5145,2.7159,136.8132,9.8697,40.3909
D,2020-11-30,77.874,22.58,64033.6408,2.6534,136.8132,9.8697,41.9872
D,2020-12-31,75.2,18.656,61349.5959,2.5542,142.0354,19.3695,41.853
D,2021-01-29,72.89,18.964,59465.0538,2.4757,142.0354,19.3695,43.0769
D,2021-02-26,68.32,19.043,55041.8809,2.3205,142.0354,19.3695,43.0769
DIS,1999-12-31,22.6364,29.112,60576.75,2.0814,49.4308,4.5389,
DIS,2000-01-31,28.102,69.628,75203.1875,2.584,49.4308,4.5389,
DIS,2000-02-29,26.3124,57.408,70414,2.4194,49.4308,4.5389,
DIS,2000-03-31,31.9231,53.764,85428.75,2.9142,45.7006,1.2209,
DIS,2000-04-28,33.7611,46.024,90347.375,3.082,45.7006,1.2209,
DIS,2000-05-31,32.6486,43.333,87657.272,2.9804,45.7006,1.2209,
DIS,2000-06-30,30.0367,32.855,80644.6902,2.7906,41.1678,5.964,
DIS,2000-07-31,29.8433,36.12,80125.2397,2.7906,41.1678,5.964,
DIS,2000-08-31,30.1486,29.689,81210.1626,2.7906,41.1678,5.964,
DIS,2000-09-29,29.6014,30.616,79736.2152,2.5399,41.1678,5.964,
DIS,2000-10-31,27.715,40.312,74654.9858,2.3781,38.6858,4.7895,
DIS,2000-11-30,22.3945,61.543,60323.3131,1.9216,38.6858,4.7895,
DIS,2000-12-29,22.5488,43.81,60162.7369,2.0307,38.6858,4.7895,
DIS,2001-01-31,23.7274,61.083,63521.4506,2.1369,43.2422,-0.4843,
DIS,2001-02-28,24.117,39.978,64385.1354,2.172,43.2422,-0.4843,
DIS,2001-03-30,22.2858,42.458,59496.4417,2.0054,43.2422,-0.4843,
DIS,2001-04-30,23.5716,49.659,62928.9288,2.1211,42.0162,-9.3735,
DIS,2001-05-31,24.6391,44.562,66084.3873,2.2172,42.0162,-9.3735,
DIS,2001-06-29,22.5118,31.502,60378.8093,1.9872,42.0162,-9.3735,
DIS,2001-07-31,20.5326,31.005,55070.3227,1.9872,42.0162,6.5772,
DIS,2001-08-31,19.8157,25.574,53232.5644,1.9872,42.0162,6.5772,
DIS,2001-09-28,14.5092,74.286,38977.206,1.2863,42.0162,6.5772,
DIS,2001-10-31,14.4858,45.278,38914.4071,1.2842,42.3744,0.916,
DIS,2001-11-30,15.9507,32.726,42849.807,1.4141,42.3744,0.916,
DIS,2001-12-31,16.3169,42.631,42240.0419,1.4472,67.8968,6.2145,
DIS,2002-01-31,16.5846,35.52,42933.17,1.471,67.8968,6.2145,
DIS,2002-02-28,18.1124,48.02,46904.8866,1.6065,67.8968,6.2145,
DIS,2002-03-29,18.1754,37.997,47068.034,1.6108,67.8968,6.2145,
DIS,2002-04-30,18.2541,30.428,47271.9683,1.6178,66.4598,4.4228,
DIS,2002-05-31,18.0415,34.847,46749.3652,1.599,66.4598,4.4228,
DIS,2002-06-28,14.8836,30.381,38571.4762,1.2889,66.4598,4.4228,
DIS,2002-07-31,13.9623,52.123,36183.7182,1.2092,64.2604,6.2813,
DIS,2002-08-30,12.3479,66.653,32001.6761,1.0694,64.2604,6.2813,
DIS,2002-09-30,11.9227,49.69,30899.5775,1.0379,59.1733,2.6268,
DIS,2002-10-31,13.1512,56.956,34083.4177,1.1449,59.1733,2.6268,
DIS,2002-11-29,15.6081,44.536,40451.0982,1.3588,59.1733,2.6268,
DIS,2002-12-31,13.0043,38.887,33307.5983,1.1406,62.7485,0.5021,
DIS,2003-01-31,13.9531,43.367,35737.7664,1.2239,62.7485,0.5021,
DIS,2003-02-28,13.6023,41.094,34842.8217,1.1931,62.7485,0.5021,
DIS,2003-03-31,13.5704,51.98,34761.1269,1.1621,61.3016,4.8308,
DIS,2003-04-30,14.878,48.192,38110.6127,1.2741,61.3016,4.8308,
DIS,2003-05-30,15.6673,30.052,40149.0877,1.3417,61.3016,4.8308,
DIS,2003-06-30,15.7471,34.537,40353.4088,1.3247,57.1998,7.872,
DIS,2003-07-31,17.4773,26.781,44787.1757,1.4702,57.1998,7.872,
DIS,2003-08-29,16.3451,24.146,41905.0079,1.375,57.1998,7.872,
DIS,2003-09-30,16.0819,23.382,41230.4395,1.3609,54.0898,5.9167,
DIS,2003-10-31,18.0513,21.322,46279.4819,1.5276,54.0898,5.9167,
DIS,2003-11-28,18.4101,15.996,47199.3536,1.5579,54.0898,5.9167,
DIS,2003-12-31,18.7783,20.063,47718.3424,1.6408,53.7585,8.0477,
DIS,2004-01-30,19.3176,20.961,49088.7363,1.6879,53.7585,8.0477,
DIS,2004-02-27,21.354,49.473,54322.7205,1.8658,53.7585,8.0477,
DIS,2004-03-31,20.1145,26.222,51169.4227,1.6356,60.0753,7.4697,
DIS,2004-04-30,18.5368,21.814,47156.1347,1.5073,60.0753,7.4697,
DIS,2004-05-31,18.891,22.199,48164.875,1.5361,60.0753,7.4697,
DIS,2004-06-30,20.5169,18.501,52310.2967,1.6204,55.6923,8.0846,
DIS,2004-07-30,18.5851,17.63,47385.0432,1.4679,55.6923,8.0846,
DIS,2004-08-31,18.07,22.482,46125.4324,1.4272,55.6923,8.0846,
DIS,2004-09-30,18.1505,16.053,46330.8909,1.3907,50.1804,6.8408,
DIS,2004-10-29,20.2996,20.301,51816.6327,1.5554,50.1804,6.8408,
DIS,2004-11-30,21.6357,17.908,55227.2438,1.6578,50.1804,6.8408,
DIS,2004-12-31,22.5762,14.155,56803.273,1.7128,50.1804,6.8408,
DIS,2005-01-31,23.2502,16.37,58499.1981,1.7639,50.3358,7.916,
DIS,2005-02-28,22.6899,19.1,57203.7462,1.7214,50.3358,7.916,
DIS,2005-03-31,23.3314,19.82,58821.1749,1.7701,50.3358,7.916,
DIS,2005-04-29,21.4392,23.255,54050.7838,1.6562,47.0225,8.3919,
DIS,2005-05-31,22.2838,22.573,56013.4542,1.7214,47.0225,8.3919,
DIS,2005-06-30,20.4485,13.866,51400.1012,1.5797,47.0225,8.3919,
DIS,2005-07-29,20.822,18.025,52339.1023,1.5775,44.4358,10.512,
DIS,2005-08-31,20.4566,16.978,50635.4239,1.5498,44.4358,10.512,
DIS,2005-09-30,19.5958,17.363,48504.6756,1.5007,44.4358,10.512,
DIS,2005-10-31,19.7907,18.854,48987.1092,1.5156,45.4694,4.9004,
DIS,2005-11-30,20.2455,17.516,50112.7875,1.5504,45.4694,4.9004,
DIS,2005-12-30,19.6728,13.897,46108.9138,1.5199,45.4694,4.9004,
DIS,2006-01-31,20.7725,22.265,48686.5502,1.6049,49.5627,8.29,
DIS,2006-02-28,22.9721,28.77,53904.1616,1.7748,49.5627,8.29,
DIS,2006-03-31,22.89,15.763,53711.5779,1.7113,49.5627,8.29,
DIS,2006-04-28,22.9475,17.537,53846.3865,1.7156,47.2718,9.1317,
DIS,2006-05-31,25.0321,19.456,66942.2802,1.8715,47.2718,9.1317,
DIS,2006-06-30,24.6217,18.769,65844.8657,1.6348,47.2718,9.1317,
DIS,2006-07-31,24.3673,21.68,65164.4688,1.6179,37.4845,13.2759,
DIS,2006-08-31,24.3345,19.131,61972.7709,1.6158,37.4845,13.2759,
DIS,2006-09-29,25.3686,17.883,64606.3524,1.6455,37.4845,13.2759,
DIS,2006-10-31,25.82,17.243,65755.9316,1.6748,40.9583,9.0384,
DIS,2006-11-30,27.1249,18.124,68362.513,1.7595,40.9583,9.0384,
DIS,2006-12-29,28.3809,12.474,70886.0308,1.7884,40.9583,9.0384,
DIS,2007-01-31,29.1263,13.815,72747.6424,1.8353,36.5795,17.7539,
DIS,2007-02-28,28.3644,25.832,70158.6081,1.7873,36.5795,17.7539,
DIS,2007-03-30,28.5135,25.757,70527.3249,1.7683,36.5795,17.7539,
DIS,2007-04-30,28.9689,13.875,71653.9594,1.7966,38.6024,11.7048,
DIS,2007-05-31,29.3499,14.137,70228.9457,1.8202,38.6024,11.7048,
DIS,2007-06-29,28.6543,17.111,67652.8275,1.8279,38.6024,11.7048,
DIS,2007-07-31,27.6974,17.247,65393.77,1.7669,41.7443,13.0238,
DIS,2007-08-31,28.201,27.564,65215.0324,1.799,41.7443,13.0238,
DIS,2007-09-28,28.8641,21.402,66748.3621,1.8417,41.7443,13.0238,
DIS,2007-10-31,29.0655,19.151,67214.1837,1.8545,47.3415,9.8208,
DIS,2007-11-30,27.8233,29.53,63100.5192,1.7753,47.3415,9.8208,
DIS,2007-12-31,27.3858,23.634,61444.4874,1.7407,49.6105,11.9594,
DIS,2008-01-31,25.3157,25.772,56799.9847,1.6091,49.6105,11.9594,
DIS,2008-02-29,27.4961,27.438,62583.71,1.7477,49.6105,11.9594,
DIS,2008-03-31,26.6223,22.721,60594.78,1.644,49.4457,13.008,
DIS,2008-04-30,27.5131,21.255,62622.33,1.699,49.4457,13.008,
DIS,2008-05-30,28.5057,18.657,64014.1072,1.7603,49.4457,13.008,
DIS,2008-06-30,26.4695,26.136,59441.671,1.5098,39.9,13.9021,
DIS,2008-07-31,25.7484,28.889,56949.4928,1.4687,39.9,13.9021,
DIS,2008-08-29,27.4452,28.991,60702.3424,1.5655,39.9,13.9021,
DIS,2008-09-30,26.0369,44.802,57587.4773,1.4934,43.4817,8.0466,
DIS,2008-10-31,21.9816,93.983,48618.1667,1.2608,43.4817,8.0466,
DIS,2008-11-28,19.1056,92.704,41685.133,1.0959,43.4817,8.0466,
DIS,2008-12-31,19.5383,73.035,41999.8077,1.0888,49.0063,8.803,
DIS,2009-01-30,17.8075,49.431,38336.999,0.9923,49.0063,8.803,
DIS,2009-02-27,14.4406,51.783,31130.7312,0.8047,49.0063,8.803,
DIS,2009-03-31,15.6376,55.65,33711.0362,0.8552,44.2654,7.5801,
DIS,2009-04-30,18.8581,56.02,40653.7276,1.0314,44.2654,7.5801,
DIS,2009-05-29,20.8558,54.07,44970.5234,1.1406,44.2654,7.5801,
DIS,2009-06-30,20.0894,29.212,43318.0145,1.0659,39.9289,11.0982,
DIS,2009-07-31,21.6308,36.196,46686.9397,1.1477,39.9289,11.0982,
DIS,2009-08-31,22.423,34.544,48396.8117,1.1897,39.9289,11.0982,
DIS,2009-09-30,23.6458,27.457,51035.962,1.2546,39.9289,11.0982,
DIS,2009-10-30,23.5683,25.713,50868.6919,1.2704,36.5363,9.0706,
DIS,2009-11-30,26.0224,29.253,56165.578,1.4026,36.5363,9.0706,
DIS,2009-12-31,28.0907,18.712,60146.6004,1.4565,36.5363,9.0706,
DIS,2010-01-29,25.7389,16.495,57197.156,1.3345,38.2283,8.6662,
DIS,2010-02-26,27.211,20.546,60590.4643,1.4109,38.2283,8.6662,
DIS,2010-03-31,30.4076,14.652,67708.4862,1.5766,38.2283,8.6662,
DIS,2010-04-30,32.0887,16.993,71451.7511,1.6859,33.9783,11.1072,
DIS,2010-05-31,29.1098,37.338,65455.0608,1.5294,33.9783,11.1072,
DIS,2010-06-30,27.4374,35.037,61694.6265,1.4416,33.9783,11.1072,
DIS,2010-07-30,29.345,26.167,65983.8719,1.4938,31.8856,13.3073,
DIS,2010-08-31,28.3433,21.755,62236.2296,1.4428,31.8856,13.3073,
DIS,2010-09-30,28.8311,22.215,63307.2895,1.4676,31.8856,13.3073,
DIS,2010-10-29,31.4659,18.102,69092.9255,1.5909,32.3344,8.5711,
DIS,2010-11-30,31.8013,24.217,69134.7379,1.6078,32.3344,8.5711,
DIS,2010-12-31,33.0297,15.147,71028.3215,1.6382,32.3344,8.5711,
DIS,2011-01-31,34.2272,16.071,73603.5952,1.6976,32.0969,12.1501,
DIS,2011-02-28,38.5156,22.141,83065.2821,1.9103,32.0969,12.1501,
DIS,2011-03-31,37.9432,21.342,81830.8872,1.882,32.0969,12.1501,
DIS,2011-04-29,37.952,15.079,81849.8779,1.8217,31.6829,10.3779,
DIS,2011-05-31,36.6576,21.315,78687.098,1.7596,31.6829,10.3779,
DIS,2011-06-30,34.3769,17.55,73791.5999,1.6501,31.6829,10.3779,
DIS,2011-07-29,34.0071,21.512,72997.7354,1.5894,32.3493,13.8267,
DIS,2011-08-31,29.9918,47.75,63215.5097,1.4017,32.3493,13.8267,
DIS,2011-09-30,26.5576,34.198,55977.0925,1.2518,32.3493,13.8267,
DIS,2011-10-31,30.7138,44.92,64737.4333,1.4477,36.2026,10.4269,
DIS,2011-11-30,31.568,42.483,64404.9976,1.488,36.2026,10.4269,
DIS,2011-12-30,33.5754,30.372,67369.2444,1.6572,36.2026,10.4269,
DIS,2012-01-31,34.8289,21.037,69884.3628,1.7191,36.4914,13.582,
DIS,2012-02-29,37.5955,13.406,75261.2163,1.8556,36.4914,13.582,
DIS,2012-03-30,39.1982,17.924,78469.5415,1.8724,36.4914,13.582,
DIS,2012-04-30,38.5983,19.945,77268.66,1.8437,40.1609,11.8704,
DIS,2012-05-31,40.9262,17.418,81700.4425,1.9549,40.1609,11.8704,
DIS,2012-06-29,43.4242,17.903,86687.1902,1.9635,40.1609,11.8704,
DIS,2012-07-31,43.9972,18.581,87831.1036,1.9894,35.707,16.5133,
DIS,2012-08-31,44.2927,15.074,88762.7673,2.0027,35.707,16.5133,
DIS,2012-09-28,46.8086,15.437,93804.6791,2.1192,35.707,16.5133,
DIS,2012-10-31,43.9793,17.022,88134.7712,1.9911,34.8253,11.5377,
DIS,2012-11-30,44.4628,24.055,88003.582,2.013,34.8253,11.5377,
DIS,2012-12-31,45.2637,15.236,88233.9579,1.9864,40.2306,12.1859,
DIS,2013-01-31,48.9819,18.424,95481.9371,2.1496,40.2306,12.1859,
DIS,2013-02-28,49.6274,14.626,98558.7665,2.1779,40.2306,12.1859,
DIS,2013-03-29,51.6365,15.672,102548.7807,2.2083,40.2306,12.1859,
DIS,2013-04-30,57.1274,19.755,113453.6158,2.4431,38.3676,14.3358,
DIS,2013-05-31,57.3456,17.734,113603.3916,2.4525,38.3676,14.3358,
DIS,2013-06-28,57.4092,23.781,113729.4575,2.3736,38.3676,14.3358,
DIS,2013-07-31,58.7729,19.104,116430.8698,2.43,32.6813,15.9527,
DIS,2013-08-30,55.3001,15.441,108669.2976,2.2864,32.6813,15.9527,
DIS,2013-09-30,58.6274,16.392,115207.6771,2.323,30.2804,12.0505,
DIS,2013-10-31,62.3547,17.342,122532.0914,2.4706,30.2804,12.0505,
DIS,2013-11-29,64.1274,17.652,123958.5074,2.5409,30.2804,12.0505,
DIS,2013-12-31,70.3122,16.282,134256.1663,2.6967,32.563,14.9484,
DIS,2014-01-31,66.8242,21.459,127057.1385,2.563,32.563,14.9484,
DIS,2014-02-28,74.3708,26.573,141583.8944,2.8524,32.563,14.9484,
DIS,2014-03-31,73.6897,17.991,140287.3707,2.7907,32.754,16.4563,
DIS,2014-04-30,73.0179,19.646,139008.3676,2.7653,32.754,16.4563,
DIS,2014-05-30,77.3158,13.554,145492.2242,2.928,32.754,16.4563,
DIS,2014-06-30,78.9079,11.721,148488.3145,2.9469,33.1935,18.009,
DIS,2014-07-31,79.0368,13.381,148730.7727,2.9517,33.1935,18.009,
DIS,2014-08-29,82.718,13.785,154283.0247,3.0892,33.1935,18.009,
DIS,2014-09-30,81.9358,11.067,152823.9618,3.0982,31.2529,12.0994,
DIS,2014-10-31,84.0985,23.991,156857.8415,3.18,31.2529,12.0994,
DIS,2014-11-28,85.1385,16.495,156870.2075,3.2193,31.2529,12.0994,
DIS,2014-12-31,87.7864,13.699,159719.0017,3.3791,34.6139,16.2945,
DIS,2015-01-30,84.776,15.131,154174.9238,3.2632,34.6139,16.2945,
DIS,2015-02-27,97.004,26.81,176890.5539,3.7339,34.6139,16.2945,
DIS,2015-03-31,97.7589,19.54,178267.2003,3.6098,30.0722,16.9168,
DIS,2015-04-30,101.3285,12.731,184776.5279,3.7417,30.0722,16.9168,
DIS,2015-05-29,102.8663,11.215,187271.537,3.7984,30.0722,16.9168,
DIS,2015-06-30,106.38,11.994,193668.3268,3.6589,30.2394,18.9528,
DIS,2015-07-31,112.4921,12.357,203611.3477,3.8691,30.2394,18.9528,
DIS,2015-08-31,95.5058,41.208,171958.9639,3.2849,30.2394,18.9528,
DIS,2015-09-30,95.8058,33.331,172499.0784,3.2952,30.2394,18.9528,
DIS,2015-10-30,106.6238,17.139,191976.9587,3.8315,36.0867,11.9079,
DIS,2015-11-30,106.3707,19.965,187586.0914,3.8224,36.0867,11.9079,
DIS,2015-12-31,99.137,24.607,173715.9292,3.834,36.0867,11.9079,
DIS,2016-01-29,90.4007,29.352,157301.6421,3.4961,39.2444,18.8927,
DIS,2016-02-29,90.1177,26.829,155847.5846,3.4851,39.2444,18.8927,
DIS,2016-03-31,93.6934,14.495,162031.2356,3.6234,39.2444,18.8927,
DIS,2016-04-29,97.42,16.344,168475.9379,3.7534,43.995,16.524,
DIS,2016-05-31,93.6084,17.337,160978.5637,3.6065,43.995,16.524,
DIS,2016-06-30,92.2876,15.357,158707.1467,3.5556,43.995,16.524,
DIS,2016-07-29,91.181,15.353,155673.1827,3.5075,42.4563,18.1901,75.3425
DIS,2016-08-31,89.765,8.738,151806.779,3.453,42.4563,18.1901,75.3425
DIS,2016-09-30,88.2445,10.924,149235.4171,3.2634,42.4563,18.1901,75.3425
DIS,2016-10-31,88.083,10.629,148962.2099,3.2574,43.0319,13.4759,75.3425
DIS,2016-11-30,94.1934,15.007,157745.6081,3.4834,43.0319,13.4759,75.3425
DIS,2016-12-30,99.8032,12.55,165862.0589,3.6956,43.0319,13.4759,75.3425
DIS,2017-01-31,105.9607,12.982,175250.9197,3.9236,43.4322,16.7681,75.3425
DIS,2017-02-28,105.4244,8.831,174079.6244,3.9037,43.4322,16.7681,75.3425
DIS,2017-03-31,108.5846,6.968,179297.7437,3.968,43.4322,16.7681,75.3425
DIS,2017-04-28,110.7009,7.797,182792.3024,4.0453,45.81,17.9064,75.3425
DIS,2017-05-31,103.3655,14.188,168913.0423,3.7773,45.81,17.9064,75.3425
DIS,2017-06-30,101.7472,13.042,166268.3997,3.8277,45.81,17.9064,75.3425
DIS,2017-07-31,106.0543,15.147,172027.1546,3.9897,48.1792,16.6175,75.3425
DIS,2017-08-31,97.6321,19.882,156200.2733,3.6729,48.1792,16.6175,75.3425
DIS,2017-09-29,95.0948,18.195,152140.9183,3.4917,48.1792,16.6175,75.3425
DIS,2017-10-31,94.3616,11.527,150967.8728,3.4648,55.1049,13.6709,75.3425
DIS,2017-11-30,101.1245,13.967,158310.9242,3.7131,55.1049,13.6709,75.3425
DIS,2017-12-29,104.554,22.599,162373.664,3.6229,55.1049,13.6709,75.3425
DIS,2018-01-31,105.6821,19.099,163707.5514,3.662,54.1026,28.8125,71.831
DIS,2018-02-28,100.3236,27.266,155119.1624,3.4763,54.1026,28.8125,71.831
DIS,2018-03-30,97.6784,23.813,151029.1651,3.2451,54.1026,28.8125,72.8571
DIS,2018-04-30,97.5714,19.794,150863.7608,3.2415,49.5653,20.1883,72.6027
DIS,2018-05-31,96.7351,18.203,147887.0763,3.2137,49.5653,20.1883,74.3243
DIS,2018-06-29,101.9282,17.873,155826.3242,3.3174,49.5653,20.1883,75.6757
DIS,2018-07-31,111.3254,14.803,168835.3914,3.6232,46.2291,19.1477,75.6757
DIS,2018-08-31,109.8157,13.207,166600.9156,3.5741,46.2291,19.1477,75.3247
DIS,2018-09-28,114.6389,13.23,173918.1492,3.4975,46.2291,19.1477,75.3247
DIS,2018-10-31,112.5704,27.634,170780.0673,3.4344,38.9732,16.231,74.026
DIS,2018-11-30,113.2174,24.571,171926.6096,3.4541,38.9732,16.231,73.0769
DIS,2018-12-31,108.3261,29.286,163232.7712,3.2294,37.2228,18.2186,74.359
DIS,2019-01-31,110.1735,27.518,166240.4987,3.2844,37.2228,18.2186,74.026
DIS,2019-02-28,111.4776,12.621,168219.2499,3.3233,37.2228,18.2186,73.6842
DIS,2019-03-29,109.6895,15.201,199589.9038,2.1721,37.2228,18.2186,73.8095
DIS,2019-04-30,135.3163,35.889,246220.2029,2.6796,54.0212,36.5367,73.8095
DIS,2019-05-31,130.4458,16.728,237632.2457,2.5832,54.0212,36.5367,77.0115
DIS,2019-06-28,137.954,18.223,251309.9575,2.7157,54.0212,36.5367,75
DIS,2019-07-31,142.1583,14.127,257374.9428,2.7985,55.3276,8.6862,75
DIS,2019-08-30,136.4425,28.36,247257.2855,2.686,55.3276,8.6862,75.2688
DIS,2019-09-30,129.5439,19.71,234755.7151,2.5988,45.8299,5.5183,76.7677
DIS,2019-10-31,129.1462,13.83,234035.1634,2.5909,45.8299,5.5183,77.451
DIS,2019-11-29,150.6773,27.985,273207.5326,3.0228,45.8299,5.5183,74.7664
DIS,2019-12-31,144.63,12.795,260680.8645,2.8698,50.0299,10.0924,72.6415
DIS,2020-01-31,138.31,18.054,249685.4271,2.7444,50.0299,10.0924,73.5849
DIS,2020-02-28,117.65,30.431,212409.8563,2.3345,50.0299,10.0924,73.6364
DIS,2020-03-31,96.6,100.408,174405.3729,1.903,57.2793,2.5543,75
DIS,2020-04-30,108.15,74.06,195258.1892,2.1305,57.2793,2.5543,75.2212
DIS,2020-05-29,117.3,49.305,211875.089,2.3108,57.2793,2.5543,70
DIS,2020-06-30,111.51,41.836,201416.8045,2.3129,68.5701,-40.0798,68.254
DIS,2020-07-31,116.94,24.896,211224.8329,2.4255,68.5701,-40.0798,67.7165
DIS,2020-08-31,131.87,31.27,238297.4459,2.7352,68.5701,-40.0798,68.5039
DIS,2020-09-30,124.08,23.688,224220.4223,2.5736,68.5701,-40.0798,69.2308
DIS,2020-10-30,121.25,27.788,219106.433,2.5836,63.9132,-4.8276,69.9248
DIS,2020-11-30,148.01,46.845,267969.8903,3.1538,63.9132,-4.8276,68.2171
DIS,2020-12-31,181.18,45.856,328023.679,3.8382,63.9132,-4.8276,67.9688
DIS,2021-01-29,168.17,27.849,305104.7446,3.5626,59.4291,0.1046,67.4603
DIS,2021-02-26,189.04,36.341,343157.4875,4.0047,59.4291,0.1046,67.4603
F,1999-12-31,15.3652,26.157,64395.372,0.6819,554.6646,4.1118,
F,2000-01-31,14.4835,42.322,60092.2815,0.6427,554.6646,4.1118,
F,2000-02-29,12.1181,32.194,50278.2154,0.5378,554.6646,4.1118,
F,2000-03-31,13.3735,42.788,55419.9386,0.5672,546.7434,4.8457,
F,2000-04-28,16.085,47.318,65989.4383,0.6822,546.7434,4.8457,
F,2000-05-31,14.2671,27.05,58531.7278,0.6051,546.7434,4.8457,
F,2000-06-30,13.1501,36.19,51827.3214,0.6476,631.4611,-1.2967,
F,2000-07-31,14.3915,28.224,56101.4781,0.7087,631.4611,-1.2967,
F,2000-08-31,13.1047,47.466,29142.647,0.6454,631.4611,-1.2967,
F,2000-09-29,13.8159,60.309,30724.031,1.4477,631.4611,-1.2967,
F,2000-10-31,14.3226,54.925,49539.1567,1.5008,853.7816,2.217,
F,2000-11-30,12.4723,49.696,43139.3614,1.3069,853.7816,2.217,
F,2000-12-29,12.8492,62.399,44443.0234,1.2792,853.7816,2.217,
F,2001-01-31,15.6217,55.953,53454.8834,1.5552,858.5594,2.5282,
F,2001-02-28,15.4111,32.898,52734.3138,1.5342,858.5594,2.5282,
F,2001-03-30,15.5829,35.075,51601.6286,1.7742,858.5594,2.5282,
F,2001-04-30,16.5037,41.297,56037.1191,1.8791,999.6715,2.4949,
F,2001-05-31,13.6318,27.32,44550.222,1.5521,999.6715,2.4949,
F,2001-06-29,13.7438,30.834,44916.1375,1.7255,999.6715,2.4949,
F,2001-07-31,14.2588,29.413,46146.4514,1.7902,1206.8672,-1.7772,
F,2001-08-31,11.2564,38.028,36000.3922,1.4132,1206.8672,-1.7772,
F,2001-09-28,9.8288,69.723,31434.6656,1.3496,1206.8672,-1.7772,
F,2001-10-31,9.1781,42.388,29079.3304,1.2603,1185.239,-1.9051,
F,2001-11-30,10.8307,36.043,34297.9984,1.4872,1185.239,-1.9051,
F,2001-12-31,8.9894,46.386,28466.9765,2.0858,1972.1329,-12.4487,
F,2002-01-31,8.8095,34.215,27706.4084,2.0441,1972.1329,-12.4487,
F,2002-02-28,8.5677,35.457,26945.8403,1.988,1972.1329,-12.4487,
F,2002-03-29,9.4947,38.023,29861.3513,2.3766,1972.1329,-12.4487,
F,2002-04-30,9.2126,40.881,28905.7386,2.306,1216.2325,-2.7724,
F,2002-05-31,10.2265,28.94,31994.6716,2.5598,1216.2325,-2.7724,
F,2002-06-28,9.2705,35.136,29003.6683,1.6909,1216.2325,-2.7724,
F,2002-07-31,7.8642,47.931,24417.4633,1.4344,1052.1162,1.3505,
F,2002-08-30,6.8717,45.176,21455.2692,1.2534,1052.1162,1.3505,
F,2002-09-30,5.7215,49.409,17864.2003,1.0531,1037.1228,-0.8287,
F,2002-10-31,4.9991,91.416,15421.5444,0.9201,1037.1228,-0.8287,
F,2002-11-29,6.7245,76.158,20883.5213,1.2377,1037.1228,-0.8287,
F,2002-12-31,5.4954,71.625,17066.4981,1.8757,1491.048,-0.3152,
F,2003-01-31,5.44,40.226,16717.8277,1.8568,1491.048,-0.3152,
F,2003-02-28,4.9683,34.046,15268.0929,1.6958,1491.048,-0.3152,
F,2003-03-31,4.4905,56.849,13770.7698,1.2209,1282.1319,2.1953,
F,2003-04-30,6.2108,55.647,18861.5596,1.6886,1282.1319,2.1953,
F,2003-05-30,6.3314,42.478,19218.5276,1.7214,1282.1319,2.1953,
F,2003-06-30,6.6269,41.027,20115.3922,1.5018,1241.6709,1.0275,
