Tick,Date,Close,Vol_1M,Mkt_Cap,P2B,D2E,Prof_Marg,ESG_rank
UNH,2005-09-30,47.406,17.404,70988.2767,4.8439,37.5385,6.8888,
UNH,2005-10-31,48.832,27.622,73122.9776,4.8439,37.5385,6.8888,
UNH,2005-11-30,50.494,29.169,75850.8186,4.8439,37.5385,6.8888,
UNH,2005-12-30,52.417,20.02,84821.1,3.9956,37.5385,6.8888,
UNH,2006-01-31,50.122,24.192,81108.3,3.8207,39.826,6.3954,
UNH,2006-02-28,49.119,21.054,78976.8898,3.7442,39.826,6.3954,
UNH,2006-03-31,47.145,19.354,75762.4775,3.5881,42.6329,5.068,
UNH,2006-04-28,41.98,30.132,67482.6259,3.195,42.6329,5.068,
UNH,2006-05-31,37.101,38.223,59213.9536,2.8237,42.6329,5.068,
UNH,2006-06-30,37.793,23.531,60318.4905,2.8034,40.8305,5.4918,
UNH,2006-07-31,40.368,27.403,64426.829,2.9943,40.8305,5.4918,
UNH,2006-08-31,43.845,24.39,69976.4534,3.2523,40.8305,5.4918,
UNH,2006-09-29,41.524,19.77,66272.2138,2.8598,40.8305,5.4918,
UNH,2006-10-31,41.169,29.017,65706.4754,2.8354,37.5641,6.1881,
UNH,2006-11-30,41.423,29.98,66110.5743,2.8528,37.5641,6.1881,
UNH,2006-12-29,45.347,19.361,72374.1067,2.9309,37.5641,6.1881,
UNH,2007-01-31,44.106,24.288,70394.0222,2.8507,35.8289,6.609,
UNH,2007-02-28,44.039,23.073,70286.2625,2.8463,35.8289,6.609,
UNH,2007-03-30,44.73,24.923,71738.3405,2.8238,35.8289,6.609,
UNH,2007-04-30,44.806,26.28,71860.2293,2.8286,33.4821,4.8669,
UNH,2007-05-31,46.25,16.189,73394.481,2.9197,33.4821,4.8669,
UNH,2007-06-29,43.185,12.817,68530.1033,2.704,33.4821,4.8669,
UNH,2007-07-31,40.896,22.099,64898.5707,2.5608,40.0142,6.4632,
UNH,2007-08-31,42.231,24.63,66257.188,2.6443,40.0142,6.4632,
UNH,2007-09-28,40.896,14.839,64163.8795,2.545,40.0142,6.4632,
UNH,2007-10-31,41.504,17.373,65117.7922,2.5829,39.3274,6.8687,
UNH,2007-11-30,46.444,17.253,71068.8959,2.8903,39.3274,6.8687,
UNH,2007-12-31,49.147,16.485,75203.8135,3.0694,54.8722,6.5009,
UNH,2008-01-31,42.932,27.897,65693.5775,2.6812,54.8722,6.5009,
UNH,2008-02-29,39.25,30.566,58164.2675,2.4513,54.8722,6.5009,
UNH,2008-03-31,29.04,63.419,42997.5092,1.8004,66.9163,4.8956,
UNH,2008-04-30,27.578,46.296,40832.6172,1.7098,66.9163,4.8956,
UNH,2008-05-30,28.914,40.468,42033.9631,1.7926,66.9163,4.8956,
UNH,2008-06-30,22.186,33.746,32253.4795,1.3835,67.7747,1.6624,
UNH,2008-07-31,23.733,53.565,34502.0077,1.4799,67.7747,1.6624,
UNH,2008-08-29,25.736,51.269,37077.3875,1.6048,67.7747,1.6624,
UNH,2008-09-30,21.459,97.017,30916.0876,1.2928,64.4405,4.5644,
UNH,2008-10-31,20.056,149.932,28894.7916,1.2083,64.4405,4.5644,
UNH,2008-11-28,17.757,94.434,25376.0791,1.0698,64.4405,4.5644,
UNH,2008-12-31,22.482,73.715,32127.7346,1.2994,61.5688,3.5494,
UNH,2009-01-30,23.944,56.065,34217.2451,1.3839,61.5688,3.5494,
UNH,2009-02-27,16.608,81.084,23886.849,0.9599,61.5688,3.5494,
UNH,2009-03-31,17.716,97.962,25442.8371,0.9788,54.9099,4.4719,
UNH,2009-04-30,19.908,51.976,27785.0815,1.0999,54.9099,4.4719,
UNH,2009-05-29,22.515,50.311,31640.9857,1.244,54.9099,4.4719,
UNH,2009-06-30,21.143,40.835,29713.9783,1.1296,54.3931,3.9668,
UNH,2009-07-31,23.75,35.409,33377.6714,1.2688,54.3931,3.9668,
UNH,2009-08-31,23.7,33.831,32547.7886,1.2661,54.3931,3.9668,
UNH,2009-09-30,21.194,40.698,29107.0224,1.0672,48.8689,4.7707,
UNH,2009-10-30,21.965,40.976,30164.8255,1.106,48.8689,4.7707,
UNH,2009-11-30,24.267,32.586,33315.016,1.2219,48.8689,4.7707,
UNH,2009-12-31,25.799,31.131,35418.266,1.2535,47.3312,4.3335,
UNH,2010-01-29,27.932,32.118,38346.5479,1.3572,47.3312,4.3335,
UNH,2010-02-26,28.66,33.466,39194.0784,1.3926,47.3312,4.3335,
UNH,2010-03-31,27.652,28.356,37816.6137,1.2883,43.2707,5.1352,
UNH,2010-04-30,25.678,27.423,34684.123,1.1963,43.2707,5.1352,
UNH,2010-05-31,24.628,28.926,33043.2963,1.1474,43.2707,5.1352,
UNH,2010-06-30,24.161,23.122,32281.7205,1.085,43.1431,4.8272,
UNH,2010-07-30,25.905,22.269,34611.9151,1.1633,43.1431,4.8272,
UNH,2010-08-31,26.986,26.707,35661.7753,1.2119,43.1431,4.8272,
UNH,2010-09-30,29.98,20.799,39473.0432,1.2865,42.9698,5.3955,
UNH,2010-10-29,30.783,27.448,40529.855,1.3209,42.9698,5.3955,
UNH,2010-11-30,31.184,26.912,40169.7442,1.3381,42.9698,5.3955,
UNH,2010-12-31,30.936,19.257,39718.7696,1.3009,43.1442,4.3404,
UNH,2011-01-31,35.168,24.833,45152.4644,1.4789,43.1442,4.3404,
UNH,2011-02-28,36.478,24.369,46569.5152,1.534,43.1442,4.3404,
UNH,2011-03-31,38.834,21.356,49434.995,1.5741,43.826,5.2925,
UNH,2011-04-29,42.297,29.633,53842.5842,1.7144,43.826,5.2925,
UNH,2011-05-31,42.056,27.956,53034.2656,1.7047,43.826,5.2925,
UNH,2011-06-30,44.462,25.824,55883.7062,1.737,40.679,5.021,
UNH,2011-07-29,42.781,22.205,53771.0031,1.6713,40.679,5.021,
UNH,2011-08-31,40.962,50.934,51139.0958,1.6003,40.679,5.021,
UNH,2011-09-30,39.893,35.734,49632.4726,1.5086,42.7633,5.0277,
UNH,2011-10-31,41.511,38.538,51644.8907,1.5698,42.7633,5.0277,
UNH,2011-11-30,42.185,32.381,51990.1119,1.5953,42.7633,5.0277,
UNH,2011-12-30,43.986,26.895,54026.2225,1.6153,42.7633,5.0277,
UNH,2012-01-31,44.949,19.681,55209.5119,1.6507,41.1353,4.8541,
UNH,2012-02-29,48.386,21.481,58256.7492,1.7769,41.1353,4.8541,
UNH,2012-03-30,51.304,22.345,61590.1847,1.8366,41.1353,4.8541,
UNH,2012-04-30,48.875,25.45,58674.7349,1.7497,44.5453,5.0876,
UNH,2012-05-31,48.545,19.305,57858.5021,1.7378,44.5453,5.0876,
UNH,2012-06-29,51.109,22.593,60690.7365,1.7816,44.5453,5.0876,
UNH,2012-07-31,44.635,30.818,53003.2432,1.556,42.9515,4.9037,
UNH,2012-08-31,47.439,24.753,56075.9189,1.6537,42.9515,4.9037,
UNH,2012-09-28,48.605,15.784,57222.2222,1.6275,42.9515,4.9037,
UNH,2012-10-31,49.122,16.758,57203.5864,1.6448,43.007,5.7029,
UNH,2012-11-30,47.71,23.215,55558.9833,1.5975,43.007,5.7029,
UNH,2012-12-31,47.768,17.671,55405.7594,1.5612,53.7366,4.3241,
UNH,2013-01-31,48.622,22.096,56396.6073,1.5891,53.7366,4.3241,
UNH,2013-02-28,47.072,21.19,54782.2569,1.5385,53.7366,4.3241,
UNH,2013-03-29,50.579,16.484,58635.976,1.6134,53.7366,4.3241,
UNH,2013-04-30,52.984,25.275,61423.7728,1.6901,56.8347,3.9288,
UNH,2013-05-31,55.371,21.096,63883.0396,1.7663,56.8347,3.9288,
UNH,2013-06-28,58.146,21.092,66790.0596,1.864,56.8347,3.9288,
UNH,2013-07-31,64.69,24.977,74307.5113,2.0738,52.9907,4.7224,
UNH,2013-08-30,63.705,13.487,72938.037,2.0422,52.9907,4.7224,
UNH,2013-09-30,63.829,16.79,72805.866,1.9897,52.4207,5.1267,
UNH,2013-10-31,60.843,26.318,69399.922,1.8966,52.4207,5.1267,
UNH,2013-11-29,66.387,13.705,74983.3492,2.0694,52.4207,5.1267,
UNH,2013-12-31,67.374,15.992,75808.8909,2.0705,52.4433,4.5859,
UNH,2014-01-31,64.672,20.15,72768.4812,1.9875,52.4433,4.5859,
UNH,2014-02-28,69.136,21.206,76434.853,2.1247,52.4433,4.5859,61.29
UNH,2014-03-31,73.624,17.092,81103.8384,2.2258,51.507,3.466,61.29
UNH,2014-04-30,67.384,17.217,73847.3156,2.0371,51.507,3.466,63.492
UNH,2014-05-30,71.505,16.507,78026.3041,2.1617,51.507,3.466,62.121
UNH,2014-06-30,73.754,11.73,80103.6087,2.1789,50.8486,4.3225,56.716
UNH,2014-07-31,73.122,16.589,79417.7062,2.1603,50.8486,4.3225,56.716
UNH,2014-08-29,78.202,18.826,84220.4391,2.3103,50.8486,4.3225,56.716
UNH,2014-09-30,78.145,13.844,83802.6405,2.3057,53.7265,4.8903,55.882
UNH,2014-10-31,86.081,25.958,92314.0739,2.5399,53.7265,4.8903,55.882
UNH,2014-11-28,89.361,16.713,94664.1999,2.6367,53.7265,4.8903,57.353
UNH,2014-12-31,91.935,20.379,97025.2861,2.7025,53.6328,4.5165,66.176
UNH,2015-01-30,96.628,28.407,101977.8084,2.8404,53.6328,4.5165,66.667
UNH,2015-02-27,103.34,25.967,108368.3845,3.0377,53.6328,4.5165,66.667
UNH,2015-03-31,107.938,24.688,112812.6041,3.2234,57.6385,3.9518,66.667
UNH,2015-04-30,101.651,24.464,106010.9842,3.0357,57.6385,3.9518,66.176
UNH,2015-05-29,109.69,19.817,114428.4082,3.2758,57.6385,3.9518,65.672
UNH,2015-06-30,111.795,20.933,116132.3168,3.2232,54.7274,4.3708,66.667
UNH,2015-07-31,111.245,23.274,115762.4949,3.2073,54.7274,4.3708,66.667
UNH,2015-08-31,106.022,30.831,110327.1883,3.0567,54.7274,4.3708,66.667
UNH,2015-09-30,106.766,35.953,110622.7927,3.0726,91.6093,3.8492,66.667
UNH,2015-10-30,108.394,30.205,112310.5984,3.1195,91.6093,3.8492,66.667
UNH,2015-11-30,103.728,30.595,107424.8545,2.9852,91.6093,3.8492,68.571
UNH,2015-12-31,108.733,28.559,112123.6792,3.063,90.1413,2.7936,65.278
UNH,2016-01-29,106.441,26.446,109759.9702,2.9985,90.1413,2.7936,90.411
UNH,2016-02-29,110.083,26.94,113225.2747,3.1011,90.1413,2.7936,90.411
UNH,2016-03-31,119.632,16.685,122541.88,3.2452,91.4098,3.618,79.452
UNH,2016-04-29,122.213,15.656,125123.5753,3.3152,91.4098,3.618,81.081
UNH,2016-05-31,124.059,14.849,127093.9892,3.3653,91.4098,3.618,75
UNH,2016-06-30,131.645,14.182,134253.5443,3.4407,87.2919,3.7733,77.027
UNH,2016-07-29,133.509,11.809,136155.1526,3.4895,87.2919,3.7733,77.027
UNH,2016-08-31,126.843,10.002,129572.8525,3.3152,87.2919,3.7733,76.623
UNH,2016-09-30,131.129,16.14,133334.7986,3.3155,84.1306,4.2512,78.75
UNH,2016-10-31,132.374,24.926,134601.4792,3.347,84.1306,4.2512,80
UNH,2016-11-30,148.878,22.597,150691.5444,3.7643,84.1306,4.2512,80.723
UNH,2016-12-30,150.496,17.627,152328.6684,3.7433,84.1306,4.2512,80.488
UNH,2017-01-31,152.433,10.46,154289.4098,3.7915,82.0374,3.5427,79.268
UNH,2017-02-28,155.517,17.09,157303.7044,3.8682,82.0374,3.5427,75.949
UNH,2017-03-31,154.804,13.603,157793.3964,3.565,74.2434,4.4579,65.823
UNH,2017-04-28,165.064,10.773,168603.5863,3.8013,74.2434,4.4579,65.789
UNH,2017-05-31,165.347,12.742,168814.2321,3.8078,74.2434,4.4579,65.432
UNH,2017-06-30,175.735,13.229,178682.1274,3.9291,67.9591,4.5632,65.854
UNH,2017-07-31,181.791,10.265,184839.9248,4.0645,67.9591,4.5632,66.265
UNH,2017-08-31,188.511,10.741,192308.4393,4.2148,67.9591,4.5632,65.06
UNH,2017-09-29,186.325,12.077,189359.5165,3.9858,67.9591,4.5632,64.286
UNH,2017-10-31,199.996,21.412,203253.2936,4.2782,59.139,4.9382,62.195
UNH,2017-11-30,217.805,17.266,221112.1198,4.6592,59.139,4.9382,64.045
UNH,2017-12-29,210.446,18.524,213640.6098,4.2683,59.139,4.9382,64.835
UNH,2018-01-31,226.024,21.118,229455.7906,4.5843,60.9204,6.9476,64.516
UNH,2018-02-28,215.887,31.573,218846.6458,4.3786,60.9204,6.9476,64.516
UNH,2018-03-30,204.956,24.167,207079.8647,4.1463,60.9204,6.9476,64.516
UNH,2018-04-30,226.409,28.459,227198.5593,4.5803,68.5302,5.1388,63.83
UNH,2018-05-31,231.303,17.895,232086.5798,4.6793,68.5302,5.1388,78.495
UNH,2018-06-29,235.802,14.403,235767.1379,4.6972,68.5302,5.1388,76.596
UNH,2018-07-31,243.376,15.597,243339.6701,4.8481,66.6166,5.2099,76.842
UNH,2018-08-31,258.023,9.583,258385.599,5.1398,66.6166,5.2099,77.083
UNH,2018-09-28,256.56,13.863,256056.4135,4.9352,66.6166,5.2099,77
UNH,2018-10-31,252.037,26.3,251542.4134,4.8482,61.718,5.6369,76
UNH,2018-11-30,272.201,28.083,270677.9425,5.2361,61.718,5.6369,75.248
UNH,2018-12-31,241.011,32.162,239661.9599,4.4756,65.0115,5.204,77.228
UNH,2019-01-31,261.405,27.282,259941.6408,4.8543,65.0115,5.204,76.238
UNH,2019-02-28,234.335,25.086,232419.4191,4.3516,65.0115,5.204,76.471
UNH,2019-03-29,240.124,30.233,237255.4932,4.4242,65.0115,5.204,79.464
UNH,2019-04-30,226.344,33.199,221939.6321,4.1703,73.9032,5.7488,80.508
UNH,2019-05-31,234.822,21.856,229792.9647,4.3265,73.9032,5.7488,79.032
UNH,2019-06-28,238.017,19.918,231893.223,4.2491,73.9032,5.7488,75.397
UNH,2019-07-31,242.895,24.836,236644.9386,4.3362,79.7351,5.4344,79.339
UNH,2019-08-30,228.253,25.305,221757.2625,4.0748,79.7351,5.4344,80.159
UNH,2019-09-30,212.983,24.829,205949.9499,3.6674,81.7514,5.8624,80.315
UNH,2019-10-31,247.656,31.648,239478.8899,4.2645,81.7514,5.8624,80.159
UNH,2019-11-29,274.284,21.719,265153.0162,4.723,81.7514,5.8624,74.809
UNH,2019-12-31,289.22,12.737,278521.0408,4.7588,71.8075,5.8144,74.615
UNH,2020-01-31,268.039,22.597,258123.1974,4.4102,71.8075,5.8144,74.615
UNH,2020-02-28,250.832,41.56,241848.2669,4.1271,71.8075,5.8144,73.485
UNH,2020-03-31,246.405,114.604,236555.2275,4.0954,83.7722,5.2498,71.429
UNH,2020-04-30,288.981,75.75,277093.7278,4.8031,83.7722,5.2498,71.429
UNH,2020-05-29,301.213,30.79,289113.4912,5.0064,83.7722,5.2498,67.647
UNH,2020-06-30,292.687,35.358,279724.5341,4.3702,67.3772,10.6811,65.468
UNH,2020-07-31,300.456,26.326,287150.3456,4.4863,67.3772,10.6811,67.143
UNH,2020-08-31,310.152,17.637,297027.4424,4.631,67.3772,10.6811,66.429
UNH,2020-09-30,310.652,24.253,296286.1805,4.5195,62.6067,4.8714,67.832
UNH,2020-10-30,304.046,27.075,289985.4544,4.4234,62.6067,4.8714,79.021
UNH,2020-11-30,335.134,38.374,319126.3576,4.8756,62.6067,4.8714,80.405
UNH,2020-12-31,350.68,16.217,332732.4466,4.8624,61.6212,3.3788,80.667
UNH,2021-01-29,333.58,22.631,316507.6124,4.6253,61.6212,3.3788,79.866
UNH,2021-02-26,332.22,20.277,315217.2163,4.6065,61.6212,3.3788,79.866
UPS,1999-12-31,40.65,34.553,83023.0355,3.9454,19.4324,8.8772,
UPS,2000-01-31,35.347,41.073,72193.9439,3.4307,19.4324,8.8772,
UPS,2000-02-29,32.281,43.853,66137.4042,3.1331,19.4324,8.8772,
UPS,2000-03-31,37.223,53.166,76263.3132,4.734,35.5744,11.2604,
UPS,2000-04-28,39.298,66.409,80515.1008,4.9979,35.5744,11.2604,
UPS,2000-05-31,35.485,42.049,68676.4409,4.5129,35.5744,11.2604,
UPS,2000-06-30,34.906,29.165,67556.3267,4.3084,34.5211,9.5415,
UPS,2000-07-31,34.818,21.144,67386.0694,4.2976,34.5211,9.5415,
UPS,2000-08-31,32.955,23.331,63310.926,4.0677,34.5211,9.5415,
UPS,2000-09-29,33.512,28.09,64381.573,4.1048,34.5211,9.5415,
UPS,2000-10-31,36.113,50.738,69377.9257,4.4233,35.2903,9.529,
UPS,2000-11-30,36.178,23.472,68664.1031,4.4313,35.2903,9.529,
UPS,2000-12-29,35.023,35.076,66471.9433,4.0822,35.2903,9.529,
UPS,2001-01-31,36.901,37.481,70035.9709,4.3011,37.0211,9.1646,
UPS,2001-02-28,33.809,15.462,61257.712,3.9407,37.0211,9.1646,
UPS,2001-03-30,34.03,24.939,63622.2866,4.0743,37.0211,9.1646,
UPS,2001-04-30,34.359,31.44,64957.4753,4.1137,43.1339,7.4781,
UPS,2001-05-31,35.669,16.533,66833.7851,4.2706,43.1339,7.4781,
UPS,2001-06-29,34.679,13.321,64978.8524,3.9379,43.1339,7.4781,
UPS,2001-07-31,34.097,13.598,63888.3769,3.8718,45.6285,8.4101,
UPS,2001-08-31,33.251,8.163,62170.7751,3.7757,45.6285,8.4101,
UPS,2001-09-28,31.295,32.031,58512.3463,3.6049,45.6285,8.4101,
UPS,2001-10-31,30.705,28.252,57409.1894,3.5369,50.644,7.6778,
UPS,2001-11-30,33.966,12.035,62653.4309,3.9126,50.644,7.6778,
UPS,2001-12-31,32.927,13.738,60736.6059,3.6002,50.4098,7.9738,
UPS,2002-01-31,34.727,14.189,64057.6167,3.797,50.4098,7.9738,
UPS,2002-02-28,35.729,13.951,63003.6637,3.9066,50.4098,7.9738,
UPS,2002-03-29,36.856,13.322,64991.9028,3.9944,50.4098,7.9738,
UPS,2002-04-30,36.396,10.691,66972.3846,3.9445,48.5323,6.4784,
UPS,2002-05-31,36.721,14.223,67445.5306,3.9798,48.5323,6.4784,
UPS,2002-06-28,37.555,16.733,68975.8449,3.9285,48.5323,6.4784,
UPS,2002-07-31,39.738,40.142,72985.9385,4.1569,45.4392,7.9537,
UPS,2002-08-30,38.98,26.39,71349.5371,4.0776,45.4392,7.9537,
UPS,2002-09-30,38.139,17.169,69808.8962,3.8845,44.2639,7.4542,
UPS,2002-10-31,36.602,27.521,66995.5519,3.728,44.2639,7.4542,
UPS,2002-11-29,38.762,21.524,70746.8135,3.948,44.2639,7.4542,
UPS,2002-12-31,38.59,12.944,70434.1697,3.4795,36.949,18.1906,
UPS,2003-01-31,36.908,12.004,67363.5615,3.3278,36.949,18.1906,
UPS,2003-02-28,35.327,15.491,63497.959,3.1852,36.949,18.1906,
UPS,2003-03-31,34.995,22.824,64059.5425,3.0617,31.7256,7.6232,
UPS,2003-04-30,38.139,20.423,69813.6629,3.3367,31.7256,7.6232,
UPS,2003-05-30,38.459,16.018,70251.4685,3.3647,31.7256,7.6232,
UPS,2003-06-30,39.241,9.963,71680.5789,3.3158,30.5618,8.4124,
UPS,2003-07-31,38.859,9.977,70982.903,3.2835,30.5618,8.4124,
UPS,2003-08-29,38.814,7.116,70627.6616,3.2797,30.5618,8.4124,
UPS,2003-09-30,39.457,11.522,71798.0372,3.2299,29.641,8.8908,
UPS,2003-10-31,44.85,9.517,81611.1858,3.6714,29.641,8.8908,
UPS,2003-11-28,45.161,11.18,81811.1884,3.6968,29.641,8.8908,
UPS,2003-12-31,46.265,9.995,83812.3415,3.5169,25.7406,9.5835,
UPS,2004-01-30,44.23,11.127,80124.8234,3.3622,25.7406,9.5835,
UPS,2004-02-27,44.006,11.299,79405.3076,3.3452,25.7406,9.5835,
UPS,2004-03-31,43.513,14.008,78853.6611,3.2753,26.4686,8.5099,
UPS,2004-04-30,43.707,11.162,79203.6702,3.2898,26.4686,8.5099,
UPS,2004-05-31,44.865,10.828,80840.1321,3.377,26.4686,8.5099,
UPS,2004-06-30,47.023,8.741,84728.8446,3.4851,26.2666,9.2211,
UPS,2004-07-30,45.015,11.529,81110.6513,3.3363,26.2666,9.2211,
UPS,2004-08-31,45.877,15.028,82135.8211,3.4002,26.2666,9.2211,
UPS,2004-09-30,47.679,11.785,85362.7863,3.4512,24.2849,9.9419,
UPS,2004-10-29,49.727,15.529,89028.259,3.5994,24.2849,9.9419,
UPS,2004-11-30,53.025,13.591,94314.7386,3.8381,24.2849,9.9419,
UPS,2004-12-31,53.851,10.952,95782.9775,3.7023,27.1584,8.8008,
UPS,2005-01-31,47.058,25.073,83700.828,3.2353,27.1584,8.8008,
UPS,2005-02-28,49.034,16.25,86850.2566,3.3711,27.1584,8.8008,
UPS,2005-03-31,46.028,14.561,81412.2893,3.141,24.7707,8.9217,
UPS,2005-04-29,45.123,26.634,79811.8003,3.0792,24.7707,8.9217,
UPS,2005-05-31,46.813,25.592,82733.285,3.1945,24.7707,8.9217,
UPS,2005-06-30,43.959,12.553,77689.5314,2.9637,25.0654,9.6752,
UPS,2005-07-29,46.381,18.542,81969.4203,3.127,25.0654,9.6752,
UPS,2005-08-31,45.265,10.141,78493.7746,3.0518,25.0654,9.6752,
UPS,2005-09-30,44.141,16.974,76544.9942,2.9274,30.2822,9.0332,
UPS,2005-10-31,46.574,22.678,80763.6609,3.0887,30.2822,9.0332,
UPS,2005-11-30,49.948,19.227,85966.4965,3.3124,30.2822,9.0332,
UPS,2005-12-30,48.185,17.397,82931.7357,3.1393,30.2822,9.0332,
UPS,2006-01-31,48.031,14.214,82666.8839,3.1292,23.5726,8.7753,
UPS,2006-02-28,48.142,15.909,82446.174,3.1365,23.5726,8.7753,
UPS,2006-03-31,51.152,11.78,86692.6911,3.3293,22.3678,8.4628,
UPS,2006-04-28,52.241,9.756,88538.3783,3.4002,22.3678,8.4628,
UPS,2006-05-31,52.145,11.934,88462.1914,3.394,22.3678,8.4628,
UPS,2006-06-30,53.297,13.118,90417.0356,3.3892,21.2871,9.0406,
UPS,2006-07-31,44.61,40.231,75678.8282,2.8368,21.2871,9.0406,
UPS,2006-08-31,45.588,42.907,75725.3284,2.899,21.2871,9.0406,
UPS,2006-09-29,46.818,17.68,77768.4529,2.9273,21.2871,9.0406,
UPS,2006-10-31,49.037,19.612,81454.7251,3.0661,27.7289,8.9007,
UPS,2006-11-30,50.953,14.448,83650.5109,3.1859,27.7289,8.9007,
UPS,2006-12-29,49.03,10.152,80494.293,3.3886,27.7289,8.9007,
UPS,2007-01-31,47.265,13.564,77595.7255,3.2666,26.5857,-42.5721,
UPS,2007-02-28,46.157,16.932,75352.0195,3.19,26.5857,-42.5721,
UPS,2007-03-30,46.097,15.258,74758.6015,3.201,26.5857,-42.5721,
UPS,2007-04-30,46.314,13.207,75110.5322,3.2161,26.8814,7.0805,
UPS,2007-05-31,47.607,14.915,76219.4257,3.3059,26.8814,7.0805,
UPS,2007-06-29,48.289,13.318,77310.2414,3.3324,26.8814,7.0805,
UPS,2007-07-31,50.088,12.298,80190.8422,3.4566,30.0971,9.0573,
UPS,2007-08-31,50.181,21.009,79636.9612,3.463,30.0971,9.0573,
UPS,2007-09-28,49.956,12.086,78839.1219,3.3563,30.0971,9.0573,
UPS,2007-10-31,49.956,9.005,78839.1219,3.3563,29.9377,8.8161,
UPS,2007-11-30,49.294,22.449,77426.0438,3.3118,29.9377,8.8161,
UPS,2007-12-31,47.314,19.288,74315.5513,4.0428,90.4375,-19.2354,
UPS,2008-01-31,48.819,29.377,76679.946,4.1714,90.4375,-19.2354,
UPS,2008-02-29,47.289,25.043,72382.4572,4.0407,90.4375,-19.2354,
UPS,2008-03-31,49.161,21.033,75529.2113,4.3508,84.551,7.1479,
UPS,2008-04-30,48.75,21.223,74898.2496,4.3145,84.551,7.1479,
UPS,2008-05-30,48.117,21.516,72501.2551,4.2584,84.551,7.1479,
UPS,2008-06-30,41.646,31.516,62752.072,3.8132,98.4936,6.7149,
UPS,2008-07-31,42.737,40.138,64395.6515,3.913,98.4936,6.7149,
UPS,2008-08-29,43.754,30.325,64643.4308,4.0061,98.4936,6.7149,
UPS,2008-09-30,42.915,30.034,63403.3899,3.8578,98.7119,7.3972,
UPS,2008-10-31,36.016,68.039,53210.859,3.2376,98.7119,7.3972,
UPS,2008-11-28,39.653,74.042,57322.6365,3.5646,98.7119,7.3972,
UPS,2008-12-31,37.974,50.323,54894.3859,5.5784,145.59,2.0005,
UPS,2009-01-30,29.251,34.572,42285.3963,4.2971,145.59,2.0005,
UPS,2009-02-27,28.651,47.257,40521.6265,4.2089,145.59,2.0005,
UPS,2009-03-31,34.245,53.74,48995.4923,5.0256,178.2153,3.6661,
UPS,2009-04-30,36.416,41.463,52101.261,5.3442,178.2153,3.6661,
UPS,2009-05-29,35.889,41.497,50886.3133,5.2669,178.2153,3.6661,
UPS,2009-06-30,35.082,33.102,49742.018,5.1386,160.209,4.1093,
UPS,2009-07-31,37.707,30.284,53463.4652,5.5231,160.209,4.1093,
UPS,2009-08-31,37.84,18.534,53163.6876,5.5426,160.209,4.1093,
UPS,2009-09-30,39.97,21.387,56157.0041,5.6855,146.2532,4.9224,
UPS,2009-10-30,37.995,20.255,53382.4682,5.4046,146.2532,4.9224,
UPS,2009-11-30,40.996,20.885,57056.4626,5.8314,146.2532,4.9224,
UPS,2009-12-31,40.924,12.337,56957.1822,5.3314,125.091,6.1162,
UPS,2010-01-29,41.21,25.494,57354.3039,5.3686,125.091,6.1162,
UPS,2010-02-26,42.25,18.818,57867.9526,5.5041,125.091,6.1162,
UPS,2010-03-31,46.328,13.266,63949.6242,6.0772,130.75,4.5447,
UPS,2010-04-30,49.73,23.537,68645.8161,6.5235,130.75,4.5447,
UPS,2010-05-31,45.454,32.592,62162.2708,5.9626,130.75,4.5447,
UPS,2010-06-30,41.203,30.598,56348.1769,5.1916,129.2686,6.924,
UPS,2010-07-30,47.077,30.127,64380.9369,5.9317,129.2686,6.924,
UPS,2010-08-31,46.543,24.316,63206.3765,5.8645,129.2686,6.924,
UPS,2010-09-30,48.651,17.776,66069.4867,5.6875,113.0894,8.1283,
UPS,2010-10-29,49.125,16.033,66713.4388,5.7429,113.0894,8.1283,
UPS,2010-11-30,51.512,14.901,69353.9814,6.0219,113.0894,8.1283,
UPS,2010-12-31,53.311,13.513,71776.8711,6.6213,134.7831,7.6373,
UPS,2011-01-31,52.606,11.95,70827.4939,6.5337,134.7831,7.6373,
UPS,2011-02-28,54.588,20.126,72412.1487,6.7799,134.7831,7.6373,
UPS,2011-03-31,54.973,20.302,73394.4044,6.6393,146.4416,7.2723,
UPS,2011-04-29,55.453,12.627,74036.3091,6.6973,146.4416,7.2723,
UPS,2011-05-31,54.74,9.138,72476.8795,6.6112,146.4416,7.2723,
UPS,2011-06-30,54.323,13.35,71924.5996,6.4563,146.0079,8.2784,
UPS,2011-07-29,51.559,18.317,68265.745,6.1279,146.0079,8.2784,
UPS,2011-08-31,50.601,36.498,66095.3749,6.014,146.0079,8.2784,
UPS,2011-09-30,47.417,27.979,61936.8293,5.8739,157.6058,8.1422,
UPS,2011-10-31,52.741,28.954,68890.6237,6.5334,157.6058,8.1422,
UPS,2011-11-30,54.269,27.921,69237.9355,6.7227,157.6058,8.1422,
UPS,2011-12-30,55.358,23.451,70627.5191,7.5778,157.6058,8.1422,
UPS,2012-01-31,57.219,12.972,73001.3912,7.8325,156.556,5.1179,
UPS,2012-02-29,58.668,8.5,73811.8811,8.0309,156.556,5.1179,
UPS,2012-03-30,61.51,14.155,77387.9081,7.9467,156.556,5.1179,
UPS,2012-04-30,59.544,12.222,74914.4095,7.6927,159.9947,7.3843,
UPS,2012-05-31,57.531,10.985,71904.651,7.4326,159.9947,7.3843,
UPS,2012-06-29,60.463,17.421,75569.9268,7.5767,159.9947,7.3843,
