Tick,Date,Close,Vol_1M,Mkt_Cap,P2B,D2E,ESG_rank
HES,30/06/2014,87.5596,11.937,31072.06,1.1108,24.9528,83.1461
HES,31/07/2014,87.6392,15.646,31100.34,1.1118,24.9528,83.3333
HES,29/08/2014,89.5163,18.814,31110.95,1.1356,24.9528,83.3333
HES,30/09/2014,83.7249,14.145,29024.58,0.9869,24.6091,81.7204
HES,31/10/2014,75.2832,32.994,26098.12,0.8874,24.6091,80.6452
HES,28/11/2014,64.7377,41.626,21803.78,0.7631,24.6091,78.4946
HES,31/12/2014,65.7749,49.383,22069.86,0.8467,26.8235,78.7234
HES,30/01/2015,60.1347,43.027,20177.39,0.7741,26.8235,78.7234
HES,27/02/2015,66.8976,36.735,21460.49,0.8611,26.8235,78.7234
HES,31/03/2015,60.6922,21.504,19399.62,0.805,27.5996,77.6596
HES,30/04/2015,68.7672,28.381,22103.05,0.9121,27.5996,77.8947
HES,29/05/2015,60.3792,24.272,19404.03,0.8008,27.5996,78.125
HES,30/06/2015,60.0249,25.708,19220.11,0.8165,28.2282,78.3505
HES,31/07/2015,52.9616,23.434,16958.41,0.7204,28.2282,79.1667
HES,31/08/2015,53.3565,48.421,17065.58,0.7258,28.2282,77.0833
HES,30/09/2015,45.1353,50.352,14370.11,0.6054,29.2984,77.0833
HES,30/10/2015,50.6802,42.585,16135.52,0.6797,29.2984,76.8421
HES,30/11/2015,53.1958,37.416,16879.73,0.7135,29.2984,75.7895
HES,31/12/2015,43.9298,39.831,13869.99,0.6482,32.3121,76.2887
HES,29/01/2016,38.5111,71.208,12159.13,0.5682,32.3121,76.2887
HES,29/02/2016,39.5078,86.162,13744.46,0.5829,32.3121,76.2887
HES,31/03/2016,47.9472,46.77,16676.15,0.7584,30.4706,77.551
HES,29/04/2016,54.2946,43.213,18883.8,0.8588,30.4706,76.5306
HES,31/05/2016,54.5769,38.111,18980.97,0.8633,30.4706,77
HES,30/06/2016,54.9708,46.398,19034.81,0.8907,30.9436,76
HES,29/07/2016,49.0713,53.08,16991.97,0.7951,30.9436,76.7677
HES,31/08/2016,49.6658,31.608,17195.4,0.8047,30.9436,75.7576
HES,30/09/2016,49.3066,40.826,16980.06,0.8104,35.0801,76
HES,31/10/2016,44.1111,38.208,15190.85,0.725,35.0801,78.2178
HES,30/11/2016,51.4584,53.675,17718.11,0.8458,35.0801,78.5047
HES,30/12/2016,57.5068,48.387,19722.32,1.304,35.0801,79.2453
HES,31/01/2017,50.0195,22.368,17154.53,1.1342,43.6534,80.3738
HES,28/02/2017,47.4899,23.034,16281.94,1.0768,43.6534,81.3084
HES,31/03/2017,44.7438,32.633,15259.57,1.048,44.5415,80.3922
HES,28/04/2017,45.3193,32.912,15455.82,1.0615,44.5415,78.7879
HES,31/05/2017,42.5906,29.096,14588.75,0.9976,44.5415,77.0115
HES,30/06/2017,40.9356,37.442,13946.58,0.9853,44.6545,77.5281
HES,31/07/2017,41.5608,35.65,14159.58,1.0004,44.6545,79.3103
HES,31/08/2017,36.2981,30.042,12364.13,0.8737,44.6545,79.0698
HES,29/09/2017,44.0141,19.412,14903.71,1.1138,44.6545,79.3103
HES,31/10/2017,41.4515,30.567,14035.99,1.0489,46.5345,81.8182
HES,30/11/2017,43.066,39.437,14578.55,1.0898,46.5345,82.4742
HES,29/12/2017,44.8211,34.964,15083.78,1.3479,46.5345,82.4742
HES,31/01/2018,47.6915,31.492,16049.75,1.4343,56.4756,81.4433
HES,28/02/2018,42.8855,47.065,14309.75,1.2897,56.4756,81.0526
HES,30/03/2018,48.0411,38.342,15948.03,1.4755,56.4756,85.1064
HES,30/04/2018,54.0866,38.394,17103.44,1.6612,55.0222,85.2632
HES,31/05/2018,57.3419,30.112,18132.83,1.7612,55.0222,87.963
HES,29/06/2018,63.7436,34.026,20074.56,2.0329,55.0222,88.8889
HES,31/07/2018,62.5429,33.582,19696.42,1.9946,56.8013,88.8889
HES,31/08/2018,64.1724,25.607,20180.99,2.0466,56.8013,88.8889
HES,28/09/2018,68.4754,25.607,21451.67,2.2354,56.8013,88.0734
HES,31/10/2018,54.9104,38.507,17202.09,1.7925,60.6011,88.1818
HES,30/11/2018,51.5527,38.467,15965.07,1.6829,60.6011,88.4956
HES,31/12/2018,38.9298,64.256,11998.25,1.2531,61.2785,88.3929
HES,31/01/2019,51.9064,69.954,15997.67,1.6708,61.2785,88.1818
HES,28/02/2019,55.6072,31.826,17530.53,1.7899,61.2785,87.5
HES,29/03/2019,58.1457,29.477,18251.75,1.8939,61.2785,91.5254
HES,30/04/2019,61.9011,30.625,19456.49,2.0162,72.4912,91.3793
HES,31/05/2019,53.9269,36.09,16950.08,1.7565,72.4912,91.5254
HES,28/06/2019,61.6344,42.486,19289.6,2.0192,72.4912,91.129
HES,31/07/2019,62.8657,32.197,19674.96,2.0595,68.8349,91.2
HES,30/08/2019,61.0332,45.39,19167.05,1.9995,68.8349,91.129
HES,30/09/2019,58.8703,48.42,18414.99,2.0137,70.4726,91.3386
HES,31/10/2019,64,31.332,20019.6,2.1892,70.4726,92.8571
HES,29/11/2019,60.4375,33.842,18919.21,2.0673,70.4726,93.8462
HES,31/12/2019,65.2894,28.507,20357.42,2.2802,81.7226,93.75
HES,31/01/2020,55.2824,36.226,17237.23,1.9307,81.7226,93.75
HES,28/02/2020,54.9013,48.138,17146.96,1.9174,81.7226,94.2029
HES,31/03/2020,32.7917,165.88,10163.65,1.3989,109.1954,92.8571
HES,30/04/2020,47.8975,109.612,14939.48,2.0434,109.1954,95.8621
HES,29/05/2020,46.7454,75.869,14580.13,1.9942,109.1954,95.8621
HES,30/06/2020,51.2831,66.98,15913.13,2.4631,120.7711,93.9189
HES,31/07/2020,48.7096,62.729,15114.56,2.3395,120.7711,93.8776
HES,31/08/2020,45.5718,43.864,14140.93,2.1888,120.7711,91.2162
HES,30/09/2020,40.7493,40.088,12571.42,2.1151,129.9768,94.702
HES,30/10/2020,37.0557,45.43,11431.92,1.9234,129.9768,94.0397
HES,30/11/2020,46.9717,80.056,14487.91,2.4381,129.9768,93.5897
HES,31/12/2020,52.79,59.782,16210.62,3.021,143.2518,93.5897
HES,29/01/2021,53.98,46.921,16576.04,3.0891,143.2518,93.2886
HES,26/02/2021,65.53,48.541,20122.78,3.75,143.2518,93.2886
HFC,28/02/2014,33.9475,29.023,9067.11,1.125,15.0924,15.3846
HFC,31/03/2014,36.0596,25.657,9467.27,1.1858,15.3878,13.3333
HFC,30/04/2014,39.8565,22.319,10464.14,1.3106,15.3878,13.3333
HFC,30/05/2014,37.7148,18.58,9785.039,1.2402,15.3878,13.3333
HFC,30/06/2014,33.6793,28.25,8680.373,1.101,15.4184,15.625
HFC,31/07/2014,36.2386,30.838,9339.994,1.1847,15.4184,15.625
HFC,29/08/2014,39.1946,17.28,9933.59,1.2813,15.4184,18.1818
HFC,30/09/2014,34.2199,18.107,8672.78,1.1238,15.8424,16.129
HFC,31/10/2014,35.5517,28.681,9010.32,1.1676,15.8424,16.129
HFC,28/11/2014,32.3434,31.273,7989.943,1.0622,15.8424,16.129
HFC,31/12/2014,29.9325,32.615,7336.185,1.0626,17.2815,22.5806
HFC,30/01/2015,28.6867,40.978,7030.837,1.0184,17.2815,25.8065
HFC,27/02/2015,35.1316,29.052,8607.031,1.2472,17.2815,25
HFC,31/03/2015,32.412,42.004,7859.692,1.1215,17.3783,32.2581
HFC,30/04/2015,31.2128,32.147,7568.881,1.08,17.3783,32.2581
HFC,29/05/2015,33.5227,29.108,8109.36,1.16,17.3783,32.2581
HFC,30/06/2015,34.6389,20.222,8311.851,1.1657,15.1292,32.2581
HFC,31/07/2015,39.1585,26.453,9396.344,1.3178,15.1292,32.2581
HFC,31/08/2015,38.2923,41.497,8836.082,1.2887,15.1292,31.25
HFC,30/09/2015,39.9103,46.329,9209.437,1.3135,15.8993,31.25
HFC,30/10/2015,40.0165,36.915,9233.951,1.317,15.8993,25.8065
HFC,30/11/2015,39.2892,27.897,8794.091,1.2931,15.8993,25.8065
HFC,31/12/2015,32.8121,32.501,7296.096,1.1257,17.9016,33.3333
HFC,29/01/2016,28.7651,58.333,6396.201,0.9869,17.9016,36.3636
HFC,29/02/2016,27.8192,65.208,5969.859,0.9544,17.9016,30.303
HFC,31/03/2016,29.3331,62.235,6236.885,1.0179,23.1813,34.375
HFC,29/04/2016,29.5656,45.265,6286.328,1.026,23.1813,36.3636
HFC,31/05/2016,22.4905,46.182,4723.657,0.7805,23.1813,39.3939
HFC,30/06/2016,19.9775,42.105,4195.864,0.7606,32.2846,39.3939
HFC,29/07/2016,21.3643,41.204,4487.121,0.8134,32.2846,39.3939
HFC,31/08/2016,22.0171,39.642,4568.33,0.8383,32.2846,36.3636
HFC,30/09/2016,20.8431,41.476,4324.733,0.7892,31.9056,38.2353
HFC,31/10/2016,21.2259,40.552,4404.167,0.8037,31.9056,39.3939
HFC,30/11/2016,24.7543,58.965,5078.47,0.9373,31.9056,38.2353
HFC,30/12/2016,28.1874,41.267,5782.783,1.0678,31.9056,40
HFC,31/01/2017,24.9264,33.8,5113.774,0.9443,42.1566,35.2941
HFC,28/02/2017,25.4792,32.073,5193.106,0.9652,42.1566,35.1351
HFC,31/03/2017,24.6612,34.343,5047.775,0.9522,42.7237,34.2857
HFC,28/04/2017,24.4871,34.543,5012.152,0.9455,42.7237,35.1351
HFC,31/05/2017,21.0617,33.779,4238.769,0.8132,42.7237,40
HFC,30/06/2017,24.2077,35.786,4871.924,0.9301,42.5012,40
HFC,31/07/2017,25.415,30.21,5114.899,0.9765,42.5012,40
HFC,31/08/2017,27.9249,35.483,5550.61,1.073,42.5012,43.75
HFC,29/09/2017,32.0811,35.736,6376.73,1.1729,42.5012,43.75
HFC,31/10/2017,32.9551,20.813,6550.464,1.2048,40.9185,51.6129
HFC,30/11/2017,39.968,28.845,7885.106,1.4612,40.9185,53.125
HFC,29/12/2017,46.0243,22.441,9079.926,1.5203,40.9185,53.125
HFC,31/01/2018,43.095,29.559,8502.016,1.4235,42.3778,53.125
HFC,28/02/2018,38.7693,35.394,7596.467,1.2806,42.3778,71.875
HFC,30/03/2018,44.2276,31.029,8650.166,1.4008,42.3778,71.875
HFC,30/04/2018,54.936,30.99,10744.55,1.74,38.6961,71.875
HFC,31/05/2018,70.1707,36.753,13625.53,2.2225,38.6961,70.5882
HFC,29/06/2018,62.2154,42.931,12080.79,1.8783,38.6961,70.5882
HFC,31/07/2018,67.8069,30.991,13166.52,2.0471,37.2875,70.5882
HFC,31/08/2018,68.0675,29.838,13128.6,2.055,37.2875,68.5714
HFC,28/09/2018,63.8475,33.017,12314.66,1.8526,37.2875,65
HFC,31/10/2018,61.6006,47.997,11685.51,1.7874,36.7052,67.5
HFC,30/11/2018,57.3646,48.182,10824.34,1.6645,36.7052,75
HFC,31/12/2018,46.9422,50.509,8857.698,1.3652,37.3358,77.5
HFC,31/01/2019,51.7356,44.716,9762.181,1.5046,37.3358,77.5
HFC,28/02/2019,47.3009,31.753,8743.195,1.3756,37.3358,78.5714
HFC,29/03/2019,45.5179,25.589,8413.611,1.2818,37.3358,83.3333
HFC,30/04/2019,44.0952,29.394,8150.632,1.2417,43.476,79.6296
HFC,31/05/2019,35.3487,36.021,6485.669,0.9954,43.476,81.3559
HFC,28/06/2019,43.0736,35.364,7903.022,1.1884,43.476,81.6667
HFC,31/07/2019,46.3219,21.854,8498.993,1.278,44.2304,81.3559
HFC,30/08/2019,41.5863,41.105,7300.688,1.1473,44.2304,79.661
HFC,30/09/2019,50.2861,29.886,8827.973,1.352,44.1324,70
HFC,31/10/2019,51.5048,26.378,9041.924,1.3848,44.1324,68.9655
HFC,29/11/2019,48.6459,30.632,8319.64,1.3079,44.1324,65.5172
HFC,31/12/2019,47.8532,23.472,8184.073,1.2955,45.0302,57.6271
HFC,31/01/2020,42.3894,32.623,7249.626,1.1476,45.0302,57.6271
HFC,28/02/2020,32.0458,53.198,5451.765,0.8676,45.0302,54.8387
HFC,31/03/2020,23.3208,128.318,3967.767,0.6749,48.0027,60.3175
HFC,30/04/2020,31.4369,117.762,5348.634,0.9097,48.0027,53.9683
HFC,29/05/2020,30.2658,88.332,5091.318,0.8758,48.0027,54.6875
HFC,30/06/2020,28.1006,71.708,4727.074,0.8452,49.0664,60.9375
HFC,31/07/2020,26.4646,53.91,4451.868,0.796,49.0664,65.625
HFC,31/08/2020,23.2907,53.446,3867.308,0.7005,49.0664,70.7692
HFC,30/09/2020,19.2316,47.849,3193.325,0.5839,60.8451,62.5
HFC,30/10/2020,18.0608,56.805,2998.906,0.5484,60.8451,63.0137
HFC,30/11/2020,23.1769,104.056,3789.584,0.7037,60.8451,63.0137
HFC,31/12/2020,25.6144,63.122,4188.146,0.727,54.9215,79.4521
HFC,29/01/2021,28.2007,53.492,4611.011,0.8004,54.9215,74.6479
HFC,26/02/2021,37.88,50.402,6152.274,1.0751,54.9215,74.6479
HIG,28/02/2014,30.1849,25.449,15706.78,0.7238,35.0595,63.4409
HIG,31/03/2014,30.3798,17.033,15742.49,0.6952,32.1129,62.766
HIG,30/04/2014,30.8966,20.377,16130.47,0.707,32.1129,62.766
HIG,30/05/2014,29.9757,16.069,15581.84,0.6859,32.1129,63.8298
HIG,30/06/2014,30.9792,10.056,16103.49,0.7188,31.4392,64.1304
HIG,31/07/2014,29.5518,15.154,15296.64,0.6856,31.4392,64.1304
HIG,29/08/2014,32.2077,15.149,16590.77,0.7473,31.4392,63.4409
HIG,30/09/2014,32.3816,11.745,16680.33,0.7454,32.429,64.1304
HIG,31/10/2014,34.4071,19.844,17078.03,0.792,32.429,76.3441
HIG,28/11/2014,36.0588,11.352,17820.18,0.8301,32.429,76.5957
HIG,31/12/2014,36.3994,17.103,17988.45,0.8252,32.6335,71.5789
HIG,30/01/2015,33.9634,18.381,16784.62,0.77,32.6335,69.1489
HIG,27/02/2015,35.762,14.556,17242.16,0.8108,32.6335,69.1489
HIG,31/03/2015,36.6751,15.772,17604.18,0.8101,30.5079,65.9574
HIG,30/04/2015,35.7542,13.364,17120.5,0.7898,30.5079,65.9574
HIG,29/05/2015,36.2095,13.238,17263.27,0.7998,30.5079,66.6667
HIG,30/06/2015,36.6147,16.595,17456.44,0.8364,30.3122,67.7419
HIG,31/07/2015,41.8819,27.93,19725.9,0.9567,30.3122,67.7419
HIG,31/08/2015,40.6542,28.508,19062.15,0.9286,30.3122,66.6667
HIG,30/09/2015,40.5038,32.065,18991.63,0.9152,30.356,66.6667
HIG,30/10/2015,40.9285,29.674,18948.55,0.9248,30.356,67.0213
HIG,30/11/2015,40.5671,28.814,18694.6,0.9166,30.356,68.0851
HIG,31/12/2015,38.6294,22.867,17801.65,0.8798,30.3764,67.0103
HIG,29/01/2016,35.714,30.696,16458.13,0.8134,30.3764,57.2917
HIG,29/02/2016,37.4383,32.214,16707.99,0.8527,30.3764,56.25
HIG,31/03/2016,41.1563,19.776,18278.82,0.8989,29.3894,55.7895
HIG,29/04/2016,39.6379,20.643,17458.42,0.8658,29.3894,55.2083
HIG,31/05/2016,40.5326,21.179,17769.2,0.8853,29.3894,59.596
HIG,30/06/2016,39.8237,28.91,17458.42,0.8324,28.6869,60.6061
HIG,29/07/2016,35.7587,41.778,15380.81,0.7474,28.6869,55
HIG,31/08/2016,37.0464,32.689,15851.69,0.7743,28.6869,54
HIG,30/09/2016,38.6249,16.085,16527.13,0.7859,28.54,54
HIG,31/10/2016,39.7885,18.324,16661.86,0.8096,28.54,50.495
HIG,30/11/2016,42.7108,20.358,17798.84,0.8691,28.54,50.9804
HIG,30/12/2016,43.1912,11.816,17999.04,0.9555,28.54,49.505
HIG,31/01/2017,44.1521,13.195,18399.44,0.9768,29.0481,45.098
HIG,28/02/2017,44.3152,14.064,18098.55,0.9804,29.0481,56.1905
HIG,31/03/2017,43.7746,13.727,17795,0.9502,30.2017,55.3398
HIG,28/04/2017,44.0386,11.676,17765.57,0.9559,30.2017,53.8462
HIG,31/05/2017,45.1877,9.636,18143.95,0.9808,30.2017,51.4563
HIG,30/06/2017,48.0972,11.915,19312.16,1.0094,29.7143,47.5728
HIG,31/07/2017,50.3204,13.512,20036.51,1.0561,29.7143,47.5728
HIG,31/08/2017,49.6798,15.777,19697.71,1.0426,29.7143,46.6667
HIG,29/09/2017,50.9294,16.938,20193.15,1.0567,29.7143,47.1698
HIG,31/10/2017,50.5803,16.981,19637.36,1.0494,29.8149,48.1132
HIG,30/11/2017,53.0061,18.049,20489.92,1.0997,29.8149,49.0741
HIG,29/12/2017,51.9356,16.995,20076.13,1.3734,29.8149,49.0741
HIG,31/01/2018,54.2242,15.641,20960.79,1.4339,37.0387,48.1481
HIG,28/02/2018,48.7704,25.249,18866.47,1.2897,37.0387,48.1481
HIG,30/03/2018,47.7731,26.204,18391.68,1.3016,37.0387,50
HIG,30/04/2018,49.9244,25.465,19282.21,1.3602,39.3213,49.0741
HIG,31/05/2018,48.7533,22.367,18741.42,1.3283,39.3213,50
HIG,29/06/2018,47.6353,15.504,18311.66,1.3606,39.3213,50
HIG,31/07/2018,49.098,17.305,18888.69,1.4024,37.2629,77.193
HIG,31/08/2018,47.2077,18.762,18053.57,1.3484,37.2629,74.7826
HIG,28/09/2018,46.8234,16.799,17906.62,1.3194,37.2629,73.2759
HIG,31/10/2018,42.5685,21.348,16293.74,1.1995,36.735,73.2759
HIG,30/11/2018,41.6982,21.846,15852.49,1.175,36.735,72.5
HIG,31/12/2018,41.9435,25.629,15945.76,1.1809,35.7072,71.6667
HIG,31/01/2019,44.2743,26.265,16831.84,1.2466,35.7072,70
HIG,28/02/2019,46.5767,13.603,17743.46,1.3114,35.7072,69.6721
HIG,29/03/2019,47.2033,12.016,17872.87,1.2171,35.7072,65.4676
HIG,30/04/2019,49.6622,13.885,18870.36,1.2806,30.9135,65.2174
HIG,31/05/2019,50.2787,16.058,19036.54,1.2964,30.9135,64.0288
HIG,28/06/2019,53.2003,15.015,20142.73,1.287,30.9135,65.8416
HIG,31/07/2019,55.0239,12.234,20833.2,1.3312,31.232,66.5025
HIG,30/08/2019,55.9306,18.515,21072.96,1.3531,31.232,66.8293
HIG,30/09/2019,58.1666,13.771,21915.45,1.3346,31.4405,65.5814
HIG,31/10/2019,54.7789,19.666,20639.07,1.2569,31.4405,65.8879
HIG,29/11/2019,59.6525,20.986,22295.66,1.3687,31.4405,66.8203
HIG,31/12/2019,58.6014,9.923,21902.8,1.3232,31.0326,66.8203
HIG,31/01/2020,57.1645,14.421,21365.77,1.2907,31.0326,66.8203
HIG,28/02/2020,48.4707,27.839,17894.7,1.0944,31.0326,64.8889
HIG,31/03/2020,34.1963,147.204,12624.81,0.8203,28.4881,64.9123
HIG,30/04/2020,36.8649,82.718,13603.27,0.8843,28.4881,65.812
HIG,29/05/2020,37.4664,64.133,13710.69,0.8988,28.4881,65.6652
HIG,30/06/2020,37.7208,54.971,13803.79,0.8075,25.4803,65.1064
HIG,31/07/2020,41.4097,42.621,15158.87,0.8865,25.4803,65.1064
HIG,31/08/2020,39.8923,34.35,14489.04,0.854,25.4803,66.9421
HIG,30/09/2020,36.3518,29.344,13203.12,0.746,24.4411,64.8649
HIG,30/10/2020,37.9889,39.194,13802.89,0.7796,24.4411,62.9771
HIG,30/11/2020,43.9019,54.459,15838.21,0.9009,24.4411,61.5672
HIG,31/12/2020,48.6496,25.9,17551.02,0.9577,24.6443,61.1111
HIG,29/01/2021,47.6961,31.168,17207.03,0.9389,24.6443,65.5556
HIG,26/02/2021,50.69,29.369,18122.4,0.9978,24.6443,65.5556
HOG,28/02/2014,54.6968,22.973,14536.63,3.9977,174.7531,23.8095
HOG,31/03/2014,55.1522,16.282,14654.97,3.8114,161.2312,22.7273
HOG,30/04/2014,61.2213,26.588,16267.66,4.2308,161.2312,22.7273
HOG,30/05/2014,59.216,24.094,15556.36,4.0922,161.2312,22.7273
HOG,30/06/2014,58.0606,16.435,15252.84,3.7508,159.1955,18.1818
HOG,31/07/2014,51.3859,27.245,13499.36,3.3196,159.1955,18.1818
HOG,29/08/2014,52.8323,24.318,13822.02,3.413,159.1955,22.7273
HOG,30/09/2014,48.5818,16.627,12656.41,3.1694,165.7511,22.7273
HOG,31/10/2014,54.8423,33.534,14287.4,3.5779,165.7511,18.1818
HOG,28/11/2014,58.1646,25.504,14930.21,3.7946,165.7511,18.1818
HOG,31/12/2014,55.2431,23.191,14122.41,4.0232,189.2089,18.1818
HOG,30/01/2015,51.7144,28.052,13220.35,3.7662,189.2089,22.7273
HOG,27/02/2015,53.5449,28.357,13446.61,3.8996,189.2089,22.7273
HOG,31/03/2015,51.1612,22.544,12815.96,3.6271,201.3909,22.7273
HOG,30/04/2015,47.3456,35.072,11860.14,3.3565,201.3909,22.7273
HOG,29/05/2015,45.3011,36.049,11133.15,3.2116,201.3909,22.7273
HOG,30/06/2015,47.7233,23.022,11728.42,3.2509,205.9348,22.7273
HOG,31/07/2015,49.3748,25.459,12134.28,3.3634,205.9348,22.7273
HOG,31/08/2015,47.4692,26.879,11544.44,3.2336,205.9348,22.7273
HOG,30/09/2015,46.7598,31.452,11307.58,3.5049,270.2135,22.7273
HOG,30/10/2015,42.1179,52.289,10185.06,3.1569,270.2135,27.2727
HOG,30/11/2015,41.6665,51.663,9385.797,3.1231,270.2135,27.2727
HOG,31/12/2015,38.9156,20.061,8708.531,3.9078,373.5593,27.2727
HOG,29/01/2016,34.2944,31.441,7674.405,3.4438,373.5593,27.2727
HOG,29/02/2016,37.3552,36.08,7944.404,3.7511,373.5593,27.2727
HOG,31/03/2016,44.4161,26.104,9416.574,4.2494,375.7761,27.2727
HOG,29/04/2016,41.3875,38.901,8774.493,3.9596,375.7761,27.2727
HOG,31/05/2016,40.4618,22.052,8400.769,3.8711,375.7761,27.2727
HOG,30/06/2016,39.5111,33.173,8203.38,3.4955,349.3963,27.2727
HOG,29/07/2016,46.1574,73.082,9583.287,4.0835,349.3963,27.2727
HOG,31/08/2016,45.9655,21.317,9422.615,4.0665,349.3963,27.2727
HOG,30/09/2016,46.1781,22.084,9402.947,4.0972,347.636,27.2727
HOG,31/10/2016,50.068,34.573,10195.02,4.4423,347.636,26.087
HOG,30/11/2016,53.4661,18.241,10763.73,4.7438,347.636,26.087
HOG,30/12/2016,51.5224,21.305,10312.96,4.7211,347.636,26.087
HOG,31/01/2017,50.3743,17.492,10083.16,4.6159,354.5316,26.087
HOG,28/02/2017,50.1104,15.657,9942.229,4.5917,354.5316,34.6154
HOG,31/03/2017,53.7722,23.437,10625.45,4.7217,349.7132,34.6154
HOG,28/04/2017,50.4926,21.929,9977.387,4.4337,349.7132,26.087
HOG,31/05/2017,47.4422,18.309,9278.777,4.1658,349.7132,33.3333
HOG,30/06/2017,48.3461,17.052,9455.566,4.0307,350.5263,33.3333
HOG,31/07/2017,43.558,27.943,8519.111,3.6316,350.5263,33.3333
HOG,31/08/2017,42.0724,19.833,8019.652,3.5077,350.5263,36
HOG,29/09/2017,43.4813,20.798,8224.365,3.941,375.5381,36
HOG,31/10/2017,42.6966,23.526,8075.948,3.8699,375.5381,44
HOG,30/11/2017,45.2761,29.666,8448.418,4.1037,375.5381,40
HOG,29/12/2017,46.2201,24.186,8562.858,4.2126,375.5381,40
HOG,31/01/2018,44.0218,41.009,8155.584,4.0122,378.9024,40
HOG,28/02/2018,41.5418,38.734,7642.613,3.7862,378.9024,40
HOG,30/03/2018,39.2532,23.095,7197.992,3.2732,378.9024,36
HOG,30/04/2018,37.6512,20.276,6904.231,3.1396,351.6205,32
HOG,31/05/2018,37.9368,19.326,6837.217,3.1634,351.6205,25.9259
HOG,29/06/2018,38.8603,30.539,7003.654,2.9943,351.6205,25.9259
HOG,31/07/2018,39.6083,34.717,7138.467,3.052,330.3738,22.2222
HOG,31/08/2018,39.359,33.201,7098.552,3.0328,330.3738,21.4286
HOG,28/09/2018,42.1865,15.722,7544.918,3.1906,330.3738,21.4286
HOG,31/10/2018,35.5931,27.122,6365.712,2.692,329.6156,21.4286
HOG,30/11/2018,39.3834,30.15,6886.197,2.9786,329.6156,21.4286
HOG,31/12/2018,32.1047,37.926,5555.853,2.8895,428.3819,21.4286
HOG,31/01/2019,34.6829,37.056,6002.015,3.1215,428.3819,21.4286
HOG,28/02/2019,34.9275,28.462,5922.272,3.1435,428.3819,21.4286
HOG,29/03/2019,33.8991,26.501,5670.725,2.9998,428.3819,20.6897
HOG,30/04/2019,35.3916,35.644,5920.389,3.1318,409.7981,13.7931
HOG,31/05/2019,31.4521,29.575,5204.861,2.7832,409.7981,13.3333
HOG,28/06/2019,34.4416,25.562,5699.578,2.8253,409.7981,7.1429
HOG,31/07/2019,34.3935,31.868,5691.624,2.8213,392.9863,8.9286
HOG,30/08/2019,30.6639,40.548,4999.741,2.5154,392.9863,7.0175
HOG,30/09/2019,34.9335,35.358,5637.639,2.9354,406.1433,8.6207
HOG,31/10/2019,37.7888,39.341,6098.43,3.1753,406.1433,8.6207
HOG,29/11/2019,35.3317,35.572,5613.157,2.9688,406.1433,3.3898
HOG,31/12/2019,36.4759,22.342,5738.134,3.0828,416.2081,3.3898
HOG,31/01/2020,32.7587,20.45,5153.366,2.7687,416.2081,3.3898
HOG,28/02/2020,29.885,29.05,4656.058,2.5258,416.2081,1.6393
HOG,31/03/2020,18.8109,147.092,2892.654,1.7029,484.5317,1.5873
HOG,30/04/2020,21.6927,143.593,3342.943,1.9638,484.5317,1.5873
HOG,29/05/2020,21.2244,97.63,3268.718,1.9214,484.5317,1.5873
HOG,30/06/2020,23.6413,72.329,3640.929,2.2312,632.9027,13.8462
HOG,31/07/2020,25.889,57.127,3987.1,2.4433,632.9027,13.8462
HOG,31/08/2020,27.5599,37.293,4246.315,2.601,632.9027,13.6364
HOG,30/09/2020,24.4245,40.443,3760.54,2.1152,540.0115,18.9189
HOG,30/10/2020,32.7252,72.395,5038.572,2.8341,540.0115,16.2162
HOG,30/11/2020,40.1004,71.404,6175.6,3.4728,540.0115,15.3439
HOG,31/12/2020,36.5457,36.499,5625.329,3.2441,524.3835,15.2632
HOG,29/01/2021,39.9214,32.23,6144.944,3.5438,524.3835,15.2632
HOG,26/02/2021,35.52,70.544,5468.691,3.1531,524.3835,15.2632
HOLX,28/02/2014,21.78,25.126,5976.192,3.0529,220.5433,27.4194
HOLX,31/03/2014,21.5,18.189,5899.363,2.997,215.8198,27.4194
HOLX,30/04/2014,20.985,20.309,5758.053,2.9252,215.8198,4.7619
HOLX,30/05/2014,24.44,30.81,6753.261,3.4068,215.8198,6.0606
HOLX,30/06/2014,25.35,13.254,7004.712,3.4598,210.2348,5.9701
HOLX,31/07/2014,26.07,19.217,7241.195,3.558,210.2348,5.9701
HOLX,29/08/2014,24.87,19.403,6907.883,3.3942,210.2348,5.9701
HOLX,30/09/2014,24.33,19.019,6757.893,3.2783,206.8686,5.8824
HOLX,31/10/2014,26.19,28.198,7274.526,3.5289,206.8686,5.8824
HOLX,28/11/2014,26.8,19.45,7468.197,3.6111,206.8686,5.8824
HOLX,31/12/2014,26.74,17.515,7451.477,3.5545,188.1088,7.3529
HOLX,30/01/2015,30.365,31.25,8500.698,4.0363,188.1088,8.6957
HOLX,27/02/2015,32.38,20.675,9064.798,4.3042,188.1088,8.6957
HOLX,31/03/2015,33.025,15.654,9245.366,4.2781,181.6748,7.2464
HOLX,30/04/2015,33.74,20.788,9479.928,4.3707,181.6748,8.8235
HOLX,29/05/2015,35.77,21.344,10050.3,4.6337,181.6748,8.9552
HOLX,30/06/2015,38.06,15.648,10693.72,4.7889,176.2237,8.6957
HOLX,31/07/2015,41.66,27.443,11739.9,5.2419,176.2237,8.6957
HOLX,31/08/2015,38.81,36.642,10936.76,4.8833,176.2237,8.6957
HOLX,30/09/2015,39.13,36.586,11026.93,5.3165,173.7303,8.6957
