Tick,Date,Close,Vol_1M,Mkt_Cap,P2B,D2E,ESG_rank
CTSH,28/02/2014,49.6818,26.474,31621.48,4.9208,0,97.6744
CTSH,31/03/2014,48.3163,26.368,30735.65,4.4388,0,97.7011
CTSH,30/04/2014,45.743,29.418,29147.56,4.2024,0,97.7011
CTSH,30/05/2014,46.4161,23.202,29576.94,4.2642,0,97.8495
CTSH,30/06/2014,46.7026,19.779,29759.48,4.0608,0,97.9167
CTSH,31/07/2014,46.8363,15.745,29844.66,4.0724,0,97.9167
CTSH,29/08/2014,43.6661,43.882,27800.38,3.7968,0,97.9592
CTSH,30/09/2014,42.7494,15.553,27216.77,3.5264,0,83.6735
CTSH,31/10/2014,46.6453,24.604,29697.1,3.8477,0,84
CTSH,28/11/2014,51.5533,29.786,32875.47,4.2526,0,84
CTSH,31/12/2014,50.2834,22.987,32065.61,3.9589,21.1558,87.1287
CTSH,30/01/2015,51.687,26.306,32960.72,4.0694,21.1558,87.1287
CTSH,27/02/2015,59.6649,23.541,38091.89,4.6975,21.1558,87.1287
CTSH,31/03/2015,59.5742,20.172,38033.98,4.447,13.1442,86.8687
CTSH,30/04/2015,55.898,21.203,35738.62,4.1726,13.1442,86.8687
CTSH,29/05/2015,61.7991,28.467,39512.7,4.6131,13.1442,86.8687
CTSH,30/06/2015,58.3329,20.124,37296.52,4.1628,12.4403,86.8687
CTSH,31/07/2015,60.2522,21.942,38523.66,4.2998,12.4403,85.8586
CTSH,31/08/2015,60.0994,36.25,38363.77,4.2889,12.4403,87.7551
CTSH,30/09/2015,59.7843,36.259,38162.63,4.1179,10.7624,86.7347
CTSH,30/10/2015,65.0361,26.156,41515.04,4.4797,10.7624,87.1287
CTSH,30/11/2015,61.6654,25.052,39269.09,4.2475,10.7624,87.1287
CTSH,31/12/2015,57.3112,28.6,36496.29,3.7619,13.8284,87.2549
CTSH,29/01/2016,60.4527,36.189,38496.84,3.9681,13.8284,86.9159
CTSH,29/02/2016,54.4084,39.339,34707.68,3.5713,13.8284,86.9159
CTSH,31/03/2016,59.8702,20.291,38191.85,3.7757,10.6208,85.1852
CTSH,29/04/2016,55.7357,19.32,35554.36,3.515,10.6208,85.7143
CTSH,31/05/2016,58.6671,22.073,37224.63,3.6998,10.6208,85.5856
CTSH,30/06/2016,54.6567,33.369,34679.97,3.3654,9.2143,85.8407
CTSH,29/07/2016,54.8954,32.372,34831.44,3.3801,9.2143,85.7143
CTSH,31/08/2016,54.8476,14.721,34862.79,3.3772,9.2143,86.2903
CTSH,30/09/2016,45.5568,46.725,28957.24,2.685,8.7114,86.4
CTSH,31/10/2016,49.0325,48.97,31166.51,2.8898,8.7114,86.7769
CTSH,30/11/2016,52.5941,34.87,33417.29,3.0998,8.7114,82.4
CTSH,30/12/2016,53.5013,31.309,33993.66,3.0321,8.7114,85.2459
CTSH,31/01/2017,50.2165,21.306,31906.59,2.846,8.1842,81.9672
CTSH,28/02/2017,56.595,27.614,35959.38,3.2075,8.1842,81.5126
CTSH,31/03/2017,56.8338,14.804,36226.08,3.4557,12.1106,81.3559
CTSH,28/04/2017,57.5117,13.222,35475.18,3.4969,12.1106,79.8246
CTSH,31/05/2017,64.0392,14.39,39409.78,3.8938,12.1106,80.1724
CTSH,30/06/2017,63.551,10.606,39109.39,3.5768,9.4534,80.3419
CTSH,31/07/2017,66.3458,11.338,40829.26,3.734,9.4534,80.3419
CTSH,31/08/2017,67.8782,17.503,41798.37,3.8203,9.4534,80.3419
CTSH,29/09/2017,69.5759,10.29,42843.77,3.7389,9.4534,80.3419
CTSH,31/10/2017,72.578,7.762,44692.42,3.9003,7.4961,76.7241
CTSH,30/11/2017,69.4647,17.216,42619.59,3.733,7.4961,77.8689
CTSH,29/12/2017,68.2538,14.737,41876.63,3.7617,7.4961,77.0492
CTSH,31/01/2018,74.9427,10.575,45980.57,4.1303,8.1826,77.0492
CTSH,28/02/2018,79.0192,21.819,48231.97,4.355,8.1826,77.0492
CTSH,30/03/2018,77.5548,20.306,47338.13,4.1361,8.1826,76.2295
CTSH,30/04/2018,78.8265,21.854,47938.21,4.2039,7.0349,77.5194
CTSH,31/05/2018,72.7846,21.78,44147.48,3.8817,7.0349,76.9231
CTSH,29/06/2018,76.3007,19.468,46280.15,4.1561,7.0349,76.9231
CTSH,31/07/2018,78.7252,16.188,47750.76,4.2882,7.0342,76.1538
CTSH,31/08/2018,75.9626,24.063,45507.74,4.1377,7.0342,76.3359
CTSH,28/09/2018,74.7229,17.931,44765.04,3.9478,7.0342,76.9231
CTSH,31/10/2018,66.8583,28.531,39970.3,3.5323,6.595,76.9231
CTSH,30/11/2018,69.1858,31.139,41244.17,3.6553,6.595,76.8657
CTSH,31/12/2018,61.6582,31.645,36756.7,3.1142,6.5214,81.6176
CTSH,31/01/2019,67.6803,30.002,40346.67,3.4184,6.5214,80.303
CTSH,28/02/2019,69.132,22.782,40820.55,3.4917,6.5214,80.7407
CTSH,29/03/2019,70.5637,15.866,41665.94,3.6055,6.5214,81.0811
CTSH,30/04/2019,71.0604,16.901,41534.41,3.6309,14.4666,85
CTSH,31/05/2019,60.5193,46.953,35255.69,3.0923,14.4666,84.9398
CTSH,28/06/2019,61.9461,19.699,36086.85,3.239,14.4666,84.7059
CTSH,31/07/2019,63.6562,14.704,37083.09,3.3284,15.6673,84.9711
CTSH,30/08/2019,60.1871,24.851,33905.15,3.147,15.6673,83.8889
CTSH,30/09/2019,59.0842,20.946,33283.82,3.0365,15.8849,83.2432
CTSH,31/10/2019,59.7459,18.325,33368.66,3.0705,15.8849,84.0206
CTSH,29/11/2019,63.0528,11.195,35104.44,3.2404,15.8849,83.7438
CTSH,31/12/2019,60.9973,12.067,33960.03,3.0327,15.5235,83.5821
CTSH,31/01/2020,60.3678,12.717,33609.59,3.0014,15.5235,84.0796
CTSH,28/02/2020,60.1152,39.227,33428.46,2.9889,15.5235,85.2381
CTSH,31/03/2020,45.8486,100.699,25495.17,2.3371,32.0268,83.1776
CTSH,30/04/2020,57.2441,78.665,31392.04,2.918,32.0268,68.1818
CTSH,29/05/2020,52.5087,49.382,28650.74,2.6766,32.0268,66.0633
CTSH,30/06/2020,56.2932,39.407,30715.76,2.7808,31.5986,67.8571
CTSH,31/07/2020,67.6866,32.92,37045.89,3.3436,31.5986,66.0714
CTSH,31/08/2020,66.4587,27.183,36254.22,3.283,31.5986,66.2281
CTSH,30/09/2020,69.0034,26.177,37642.35,3.3387,31.2657,66.3866
CTSH,30/10/2020,70.9914,24.699,38184.06,3.4349,31.2657,66.3968
CTSH,30/11/2020,77.8836,22.686,41771.5,3.7683,31.2657,66.2651
CTSH,31/12/2020,81.6916,19.394,43813.83,3.9956,16.4267,66.5354
CTSH,29/01/2021,77.7042,26.421,41675.27,3.8006,16.4267,69.697
CTSH,26/02/2021,73.48,31.687,38989.54,3.594,16.4267,69.697
CTXS,28/02/2014,46.4933,36.44,11034.39,2.5669,0,65.1163
CTXS,31/03/2014,44.4725,28.471,10554.79,2.4052,0,65.5172
CTXS,30/04/2014,45.9203,34.81,10951.02,2.4835,0,65.5172
CTXS,30/05/2014,47.9798,26.225,10154.62,2.5949,0,72.043
CTXS,30/06/2014,48.4289,15.719,10249.66,3.7784,60.7106,69.7917
CTXS,31/07/2014,52.4395,19.034,11098.47,4.0913,60.7106,70.8333
CTXS,29/08/2014,54.3983,16.481,11555.68,4.2441,60.7106,72.449
CTXS,30/09/2014,55.2345,13.45,11733.31,4.3099,61.3018,71.4286
CTXS,31/10/2014,49.7296,26.872,10563.93,3.8803,61.3018,72
CTXS,28/11/2014,51.34,22.156,10673.97,4.006,61.3018,74
CTXS,31/12/2014,49.3967,23.677,10269.93,3.6537,59.4832,73.2673
CTXS,30/01/2015,45.8816,27.814,9539.125,3.3937,59.4832,73.2673
CTXS,27/02/2015,49.2999,22.668,10176.9,3.6465,59.4832,73.2673
CTXS,31/03/2015,49.4509,20.602,10208.07,3.7693,66.4596,71.7172
CTXS,30/04/2015,51.9981,21.411,10751.75,3.9634,66.4596,71.7172
CTXS,29/05/2015,50.3335,17.474,10420.3,3.8365,66.4596,71.7172
CTXS,30/06/2015,54.3209,28.132,11245.78,3.91,58.8292,71.7172
CTXS,31/07/2015,58.5405,28.548,12119.35,4.2137,58.8292,71.7172
CTXS,31/08/2015,52.7337,43.314,10945.37,3.7957,58.8292,71.4286
CTXS,30/09/2015,53.6395,42.745,11133.39,4.0429,63.1696,71.4286
CTXS,30/10/2015,63.5653,46.413,13193.58,4.791,63.1696,72.2772
CTXS,30/11/2015,59.3612,55.676,11793.72,4.4741,63.1696,71.2871
CTXS,31/12/2015,58.5715,29.389,11636.82,4.5653,67.141,67.6471
CTXS,29/01/2016,54.5531,37.147,10838.47,4.2521,67.141,69.1589
CTXS,29/02/2016,54.7002,43.167,10878.67,4.2635,67.141,69.1589
CTXS,31/03/2016,60.84,24.792,12099.73,4.5466,63.8389,71.2963
CTXS,29/04/2016,63.364,23.011,12690.59,4.7352,63.8389,72.3214
CTXS,31/05/2016,65.7487,25.194,13171.26,4.9134,63.8389,72.0721
CTXS,30/06/2016,62.0091,33.66,12422.12,4.2889,59.2976,70.7965
CTXS,29/07/2016,69.0082,32.699,13824.24,4.773,59.2976,72.2689
CTXS,31/08/2016,67.514,20.89,13579.39,4.6696,59.2976,72.5806
CTXS,30/09/2016,65.981,15.898,13271.05,4.368,60.6625,72.8
CTXS,31/10/2016,65.6558,16.952,13205.64,4.3465,60.6625,71.9008
CTXS,30/11/2016,67.1501,20.97,13526.93,4.4454,60.6625,70.4
CTXS,30/12/2016,69.1476,20.34,13929.33,4.1429,60.6625,72.1311
CTXS,31/01/2017,70.6032,26.065,14222.54,4.2301,54.726,72.1311
CTXS,28/02/2017,76.7641,31.296,12344.02,4.5992,54.726,71.4286
CTXS,31/03/2017,81.0812,26.495,13038.23,7.0679,84.0713,71.1864
CTXS,28/04/2017,78.699,14.223,12236.75,6.8603,84.0713,70.1754
CTXS,31/05/2017,80.2547,27.079,12475.78,6.9959,84.0713,68.9655
CTXS,30/06/2017,77.3767,24.675,12028.38,6.2176,74.2462,68.3761
CTXS,31/07/2017,76.7933,17.32,11937.7,6.1707,74.2462,68.3761
CTXS,31/08/2017,76.0446,19.464,11849.7,6.1106,74.2462,68.3761
CTXS,29/09/2017,74.6931,13.378,11639.1,5.9922,74.2462,69.2308
CTXS,31/10/2017,80.3228,16.403,12516.35,5.9922,74.2462,70.6897
CTXS,30/11/2017,85.2038,18.388,13203.69,5.9922,74.2462,72.1311
CTXS,29/12/2017,85.5636,10.666,13259.44,12.3895,74.2462,72.1311
CTXS,31/01/2018,90.1918,11.487,13976.65,13.0596,214.3635,71.3115
CTXS,28/02/2018,89.4528,22.468,12525.88,12.9526,214.3635,71.3115
CTXS,30/03/2018,90.2307,15.237,12634.8,23.3292,214.3635,71.3115
CTXS,30/04/2018,100.0607,21.964,14116.45,25.8708,408.389,73.6434
CTXS,31/05/2018,102.6957,17.86,14314.19,26.5521,408.389,72.3077
CTXS,29/06/2018,101.9373,14.318,14208.48,21.6986,408.389,72.3077
CTXS,31/07/2018,106.9253,19.867,14903.73,22.7604,341.9675,72.3077
CTXS,31/08/2018,110.8631,13.797,15467.78,23.5986,341.9675,72.5191
CTXS,28/09/2018,108.0823,9.984,15079.79,19.3227,341.9675,73.0769
CTXS,31/10/2018,99.6329,20.61,13900.92,17.8122,289.0002,72.3077
CTXS,30/11/2018,105.953,19.255,14684.99,18.942,289.0002,73.1343
CTXS,31/12/2018,99.9445,21.649,13807.69,23.818,345.4786,72.7941
CTXS,31/01/2019,100.0225,26.619,13818.47,23.8366,345.4786,71.2121
CTXS,28/02/2019,102.9099,22.455,13897.08,24.5247,345.4786,71.8519
CTXS,29/03/2019,97.5427,13.382,13127.8,23.1869,345.4786,71.6216
CTXS,30/04/2019,98.8151,15.714,13273.51,23.4893,388.449,73.75
CTXS,31/05/2019,92.1204,12.134,12391.07,21.8979,388.449,75.3012
CTXS,28/06/2019,96.4104,10.571,12920.31,24.7626,388.449,74.1176
CTXS,31/07/2019,92.5792,20.195,12406.87,23.7785,194.6843,73.9884
CTXS,30/08/2019,91.3414,20.919,12171.28,23.4606,194.6843,73.8889
CTXS,30/09/2019,95.1765,11.976,12634.67,17.3406,141.8221,74.0541
CTXS,31/10/2019,107.3448,17.657,14250,19.5576,141.8221,75.2577
CTXS,29/11/2019,111.2398,16.026,14690.1,20.2672,141.8221,75.3695
CTXS,31/12/2019,109.7027,8.529,14441.38,17.0341,119.3011,74.6269
CTXS,31/01/2020,119.9113,25.888,15785.25,18.6192,119.3011,74.6269
CTXS,28/02/2020,102.2738,33.375,12650.61,15.8806,119.3011,73.8095
CTXS,31/03/2020,140.4682,76.85,17319.8,22.483,119.3011,72.8972
CTXS,30/04/2020,143.9018,54.445,17901.58,22.483,119.3011,74.0909
CTXS,29/05/2020,146.988,43.58,18285.51,22.483,119.3011,73.7557
CTXS,30/06/2020,147.1486,25.67,18259.58,22.483,119.3011,73.2143
CTXS,31/07/2020,142.0251,53.282,17635.43,22.483,119.3011,72.3214
CTXS,31/08/2020,144.4525,46.657,17936.84,22.483,119.3011,72.807
CTXS,30/09/2020,137.3407,30.224,17011.59,245.5145,2801.253,73.1092
CTXS,30/10/2020,112.9663,38.909,13946.21,201.942,2801.253,73.2794
CTXS,30/11/2020,123.5877,34.936,15257.47,220.9292,2801.253,73.494
CTXS,31/12/2020,130.1,18.873,16018.38,142.1398,1762.703,74.0157
CTXS,29/01/2021,133.31,38.783,16413.6,145.6468,1762.703,75
CTXS,26/02/2021,133.58,38.465,16425.49,145.9418,1762.703,75
CVS,28/02/2014,61.8626,18.271,86482.72,1.9241,35.3261,36.5854
CVS,31/03/2014,63.3174,13.721,88972.54,1.9438,35.0937,34.1463
CVS,30/04/2014,61.7371,14.165,86429.1,1.8953,35.0937,34.1463
CVS,30/05/2014,66.4913,11.739,91574.1,2.0412,35.0937,37.5
CVS,30/06/2014,63.9869,11.261,88124.87,1.9466,35.065,35
CVS,31/07/2014,65.0596,12.219,89282.41,1.9793,35.065,35
CVS,29/08/2014,67.6923,12.455,92013.12,2.0594,35.065,37.5
CVS,30/09/2014,67.8116,11.343,92175.26,2.0519,34.2596,37.5
CVS,31/10/2014,73.3579,18.355,99378.8,2.2198,34.2596,40
CVS,28/11/2014,78.1025,13.687,104733.6,2.3633,34.2596,40
CVS,31/12/2014,82.3342,16.553,110408.2,2.4728,33.9541,40
CVS,30/01/2015,84.2143,15.99,112529,2.5292,33.9541,32.5
CVS,27/02/2015,89.113,14.141,116880,2.6763,33.9541,32.5
CVS,31/03/2015,88.5468,13.107,117170.8,2.6978,34.4966,42.5
CVS,30/04/2015,85.4787,11.703,112720.6,2.6043,34.4966,41.0256
CVS,29/05/2015,88.1389,15.174,115518.5,2.6854,34.4966,41.0256
CVS,30/06/2015,90.2912,14.402,118339.3,2.7189,35.3998,37.5
CVS,31/07/2015,97.1317,15.508,126903.4,2.9249,35.3998,37.5
CVS,31/08/2015,88.435,23.862,114123.4,2.663,35.3998,42.5
CVS,30/09/2015,83.3224,25.938,107525.6,2.488,73.2168,42.5
CVS,30/10/2015,85.5981,26.16,109380.8,2.5559,73.2168,37.5
CVS,30/11/2015,81.534,24.927,104187.5,2.4346,73.2168,35
CVS,31/12/2015,84.7229,27.399,108262.4,2.5078,73.7447,41.4634
CVS,29/01/2016,84.0763,22.133,106955.8,2.4887,73.7447,46.3415
CVS,29/02/2016,84.5811,24.091,106740.4,2.5036,73.7447,46.3415
CVS,31/03/2016,90.2913,12.261,113946.5,2.7094,76.2371,48.7805
CVS,29/04/2016,87.8406,14.352,109774.9,2.6358,76.2371,48.7805
CVS,31/05/2016,84.3007,16.835,103589.4,2.5296,76.2371,46.3415
CVS,30/06/2016,83.6802,12.995,102826.9,2.5638,82.3678,43.9024
CVS,29/07/2016,81.3977,14.272,99583.33,2.4939,82.3678,48.7805
CVS,31/08/2016,81.9946,21.365,99584.48,2.5122,82.3678,56.0976
CVS,30/09/2016,78.1232,15.489,94882.47,2.3166,74.3533,56.0976
CVS,31/10/2016,74.1953,19.644,89668.68,2.2001,74.3533,56.0976
CVS,30/11/2016,67.8344,45.733,81998.51,2.0115,74.3533,57.5
CVS,30/12/2016,69.6165,18.197,84152.72,2.0055,74.3533,58.5366
CVS,31/01/2017,69.9486,18.211,84046.07,2.0151,74.7434,56.0976
CVS,28/02/2017,71.5196,19.984,82650.87,2.0603,74.7434,53.3333
CVS,31/03/2017,69.6735,7.227,81309.6,2.1147,81.062,53.3333
CVS,28/04/2017,73.641,12.481,85390.62,2.2351,81.062,54.7619
CVS,31/05/2017,68.6298,23.634,78274.05,2.083,81.062,56.4103
CVS,30/06/2017,71.8724,20.886,81972.28,2.1367,78.3788,56.4103
CVS,31/07/2017,71.8632,16.467,81432.32,2.1364,78.3788,56.4103
CVS,31/08/2017,69.5346,16.238,78621.12,2.0672,78.3788,59.4595
CVS,29/09/2017,73.113,20.037,82667.04,2.1244,78.3788,70.2703
CVS,31/10/2017,62.0192,30.506,69665.18,1.8021,73.9618,78.3784
CVS,30/11/2017,69.3225,33.716,77595.22,2.0143,73.9618,80.5556
CVS,29/12/2017,65.612,30.14,73441.95,1.7652,73.9618,80.5556
CVS,31/01/2018,71.6565,25.422,79712.37,1.9278,71.6328,75
CVS,28/02/2018,61.6761,29.926,68714.26,1.6593,71.6328,74.2857
CVS,30/03/2018,56.6495,23.005,63114.05,1.4883,71.6328,74.2857
CVS,30/04/2018,64.0749,26.858,71053.51,1.6833,168.3016,72.2222
CVS,31/05/2018,58.1656,34.422,64445.21,1.5281,168.3016,72.2222
CVS,29/06/2018,59.0465,35.994,65421.19,1.6865,168.3016,72.2222
CVS,31/07/2018,59.9664,30.145,65939.68,1.7127,182.834,69.4444
CVS,31/08/2018,69.5633,22.188,76599.12,1.9869,182.834,68.4211
CVS,28/09/2018,72.7807,16.998,80141.98,2.0253,182.834,68.4211
CVS,31/10/2018,67.3909,30.549,73697.64,1.8753,171.7165,68.4211
CVS,30/11/2018,74.6616,31.494,103706.2,2.0777,171.7165,65.8537
CVS,31/12/2018,60.9953,31.17,84723.57,1.3566,125.4275,65.8537
CVS,31/01/2019,61.4883,30.289,84762.36,1.3676,125.4275,65.8537
CVS,28/02/2019,54.2467,35.203,75010.26,1.2065,125.4275,53.6585
CVS,29/03/2019,50.5883,38.137,69951.64,1.1002,125.4275,54.5455
CVS,30/04/2019,51.4997,25.203,70607.27,1.12,159.2341,56.5217
CVS,31/05/2019,49.5962,22.569,68033.45,1.0786,159.2341,60.7843
CVS,28/06/2019,51.6039,20.838,70787.53,1.0939,159.2341,58.4906
CVS,31/07/2019,53.3851,20.851,72580.28,1.1316,149.2281,57.6923
CVS,30/08/2019,58.2105,30.78,79226.26,1.2339,149.2281,57.6923
CVS,30/09/2019,60.2649,20.036,82022.33,1.2522,142.4976,56.6038
CVS,31/10/2019,63.9174,21.536,86339.98,1.3281,142.4976,56.6038
CVS,29/11/2019,72.4667,21.979,97923.56,1.5057,142.4976,53.4483
CVS,31/12/2019,71.5232,15.767,96648.62,1.4581,138.6972,53.4483
CVS,31/01/2020,65.7348,19.14,88231.38,1.3401,138.6972,55.3571
CVS,28/02/2020,57.3604,35.049,77180.17,1.1694,138.6972,54.2373
CVS,31/03/2020,57.5058,86.692,77375.79,1.1521,141.001,54.0984
CVS,30/04/2020,60.1568,44.029,80359.17,1.2052,141.001,54.0984
CVS,29/05/2020,64.0858,28.175,85705.95,1.2839,141.001,55
CVS,30/06/2020,63.4994,32.737,84921.69,1.2201,134.6661,53.3333
CVS,31/07/2020,61.9958,21.064,82268.3,1.1912,134.6661,53.3333
CVS,31/08/2020,61.1881,17.809,81296.66,1.1757,134.6661,50.8197
CVS,30/09/2020,57.5239,21.545,76428.28,1.0943,126.2776,52.2388
CVS,30/10/2020,55.7173,21.814,73405.18,1.06,126.2776,52.9412
CVS,30/11/2020,67.3396,43.648,88731.25,1.2811,126.2776,39.1892
CVS,31/12/2020,67.8462,24.222,89398.79,1.2809,122.0097,40
CVS,29/01/2021,71.65,21.582,93783.65,1.3527,122.0097,40
CVS,26/02/2021,68.13,25.448,89342.61,1.2862,122.0097,40
CVX,28/02/2014,85.4468,19.654,220180,1.0966,13.582,28.5714
CVX,31/03/2014,88.0992,12.012,227014.7,1.119,15.1861,21.978
CVX,30/04/2014,92.9965,12.727,238947.8,1.1812,15.1861,21.978
CVX,30/05/2014,91.7504,9.706,233750.8,1.1654,15.1861,23.913
CVX,30/06/2014,97.5488,9.861,248523.3,1.2061,15.2171,24.7191
CVX,31/07/2014,96.5699,13.431,246027.7,1.194,15.2171,24.4444
CVX,29/08/2014,97.549,15.01,245816.7,1.2061,15.2171,25.5556
CVX,30/09/2014,89.9154,11.479,226580.6,1.0886,16.3432,22.5806
CVX,31/10/2014,90.3901,22.765,227776.9,1.0944,16.3432,30.1075
CVX,28/11/2014,82.8014,26.569,205810.5,1.0025,16.3432,31.1828
CVX,31/12/2014,85.3189,33.287,212067.8,1.0345,17.8102,25.5319
CVX,30/01/2015,77.9795,29.831,193825.2,0.9455,17.8102,24.4681
CVX,27/02/2015,81.933,26.643,200577.6,0.9934,17.8102,24.4681
CVX,31/03/2015,80.6273,21.389,197381.3,0.9731,21.6132,23.4043
CVX,30/04/2015,85.2969,19.165,208845.8,1.0295,21.6132,24.2105
CVX,29/05/2015,79.8949,12.735,193689.2,0.9643,21.6132,23.9583
CVX,30/06/2015,74.8297,11.684,181409.7,0.9104,20.4694,24.7423
CVX,31/07/2015,68.632,23.966,166384.7,0.835,20.4694,25
CVX,31/08/2015,63.6138,43.956,152401.7,0.7739,20.4694,25
CVX,30/09/2015,61.9565,41.653,148431.2,0.7527,23.0066,25
CVX,30/10/2015,71.3819,28.736,171012,0.8672,23.0066,20
CVX,30/11/2015,72.6035,31.386,171867.6,0.8821,23.0066,18.9474
CVX,31/12/2015,71.5222,31.819,169308,0.8818,25.0504,13.4021
CVX,29/01/2016,68.7475,40.037,162739.7,0.8476,25.0504,16.4948
CVX,29/02/2016,67.18,43.292,157130.6,0.8283,25.0504,36.0825
CVX,31/03/2016,76.8093,28.655,179653.1,0.9631,27.951,45.9184
CVX,29/04/2016,82.2681,19.088,192578.9,1.0316,27.951,44.898
CVX,31/05/2016,82.1777,15.779,190354.9,1.0304,27.951,45
CVX,30/06/2016,85.2939,17.399,197573.4,1.0934,30.3961,45
CVX,29/07/2016,83.3818,18.878,193144.3,1.0689,30.3961,44.4444
CVX,31/08/2016,82.6982,16.657,189746.2,1.0601,30.3961,44.4444
CVX,30/09/2016,84.6222,20.873,194160.7,1.0882,30.8107,44
CVX,31/10/2016,86.1268,20.129,197613,1.1075,30.8107,44.5545
CVX,30/11/2016,92.6444,18.463,210599.5,1.1914,30.8107,49.5327
CVX,30/12/2016,97.7433,12.195,222190.4,1.2702,30.8107,50
CVX,31/01/2017,92.47,10.996,210203.1,1.2017,31.4377,51.4019
CVX,28/02/2017,94.3193,15.762,212974.1,1.2257,31.4377,50.4673
CVX,31/03/2017,90.0183,15.612,203262.5,1.1634,30.6218,49.0196
CVX,28/04/2017,89.4566,13.485,202149.7,1.1561,30.6218,48.4848
CVX,31/05/2017,87.6395,14.361,196049.2,1.1327,30.6218,43.6782
CVX,30/06/2017,88.3594,14.998,197659.6,1.1453,29.0824,44.9438
CVX,31/07/2017,92.4754,14.528,206867.2,1.1986,29.0824,44.8276
CVX,31/08/2017,92.0615,11.889,203940.2,1.1933,29.0824,45.3488
CVX,29/09/2017,100.5132,10.845,222662.8,1.3013,29.0824,45.977
CVX,31/10/2017,99.1359,16.563,219611.9,1.2834,28.3765,47.7273
CVX,30/11/2017,102.7406,16.735,226006.5,1.3301,28.3765,50.5155
CVX,29/12/2017,108.0939,12.453,237782.6,1.39,28.3765,50.5155
CVX,31/01/2018,108.2321,19.64,238086.5,1.3917,25.9599,46.3918
CVX,28/02/2018,97.5981,31.802,213795.5,1.255,25.9599,46.3158
CVX,30/03/2018,99.4468,23.692,217845.3,1.2639,25.9599,47.8723
CVX,30/04/2018,109.1002,24.332,239080.2,1.3866,26.2229,46.3158
CVX,31/05/2018,109.3391,20.684,237532.3,1.3897,26.2229,49.0741
CVX,29/06/2018,111.2127,24.192,241602.7,1.4001,26.2229,49.0741
CVX,31/07/2018,111.072,21.458,241296.9,1.3984,25.1121,49.0741
CVX,31/08/2018,105.201,18.759,226986.8,1.3245,25.1121,48.1481
CVX,28/09/2018,108.5934,14.731,234306.5,1.3511,25.1121,47.7064
CVX,31/10/2018,99.1532,24.586,213937.8,1.2337,23.346,46.3636
CVX,30/11/2018,106.6596,30.617,227267.5,1.3271,23.346,46.9027
CVX,31/12/2018,97.5576,32.84,207873.1,1.2011,22.1399,47.3214
CVX,31/01/2019,102.8125,29.563,219070.3,1.2658,22.1399,47.2727
CVX,28/02/2019,108.3115,17.41,227209.5,1.3335,22.1399,45.5357
CVX,29/03/2019,111.5722,13.811,234049.7,1.3707,22.1399,46.6102
CVX,30/04/2019,108.7462,23.228,228682.8,1.3359,23.8384,43.1034
CVX,31/05/2019,104.136,21.08,216854.4,1.2793,23.8384,43.2203
CVX,28/06/2019,113.8224,16.982,237025.6,1.3816,23.8384,43.5484
CVX,31/07/2019,112.6059,12.047,234492.3,1.3669,22.0367,45.6
CVX,30/08/2019,108.7827,21.557,223481.8,1.3205,22.0367,45.9677
CVX,30/09/2019,109.5959,17.453,225152.4,1.3298,23.5296,40.1575
CVX,31/10/2019,107.3227,19.504,220482.3,1.3022,23.5296,40.4762
CVX,29/11/2019,109.304,20.198,221477.9,1.3262,23.5296,38.4615
CVX,31/12/2019,112.4582,14.429,227869,1.4677,21.2509,39.8438
CVX,31/01/2020,99.9815,16.593,202588,1.3049,21.2509,39.8438
CVX,28/02/2020,88.1216,27.528,175416.2,1.1501,21.2509,39.1304
CVX,31/03/2020,68.4089,143.712,136175.9,0.8874,22.3243,51.4286
CVX,30/04/2020,86.8565,100.374,171762,1.1267,22.3243,47.5862
CVX,29/05/2020,87.8442,45.833,171201.9,1.1395,22.3243,46.8966
CVX,30/06/2020,85.4781,47.737,166590.5,1.1901,25.3397,45.9459
CVX,31/07/2020,80.4105,40.179,156714.2,1.1195,25.3397,44.2177
CVX,31/08/2020,81.5601,26.787,156721.5,1.1355,25.3397,43.2432
CVX,30/09/2020,69.9669,28.592,134444.8,0.9915,26.3636,40.3974
CVX,30/10/2020,67.5375,32.943,133788.7,0.9571,26.3636,39.7351
CVX,30/11/2020,85.9649,57.82,167823,1.2182,26.3636,38.4615
CVX,31/12/2020,83.2729,39.145,162567.7,1.2173,33.6515,36.5385
CVX,29/01/2021,84.0124,30.344,164011.4,1.2281,33.6515,34.8993
CVX,26/02/2021,100,33.071,192637.7,1.4618,33.6515,34.8993
D,28/02/2014,52.7532,15.699,40354.94,2.6327,191.411,54.955
D,31/03/2014,53.9618,11.594,41288.08,2.6845,197.2957,54.955
D,30/04/2014,55.14,11.559,42189.86,2.7431,197.2957,54.955
D,30/05/2014,52.8758,16.03,40107.7,2.6305,197.2957,48.6486
D,30/06/2014,54.8387,14.141,41596.62,2.764,208.683,47.2222
D,31/07/2014,51.8637,16.664,39411.66,2.614,208.683,48.5981
D,29/08/2014,54.3112,17.844,40914.94,2.7374,208.683,47.6636
D,30/09/2014,53.4372,13.229,40256.53,2.6966,212.5737,48.5981
D,31/10/2014,55.1466,20.655,41544.22,2.7828,212.5737,50
D,28/11/2014,56.5781,16.926,42362.72,2.8551,212.5737,51.2821
D,31/12/2014,59.9704,18.794,44902.73,3.0361,217.0695,52.9915
D,30/01/2015,59.9626,20.01,44896.89,3.0358,217.0695,52.9915
